LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,label
30000,38,0,2281,3666,2713,2281,3666,2713,0,1
30000,24,28008,29549,30298,30046,2000,2000,900,1000,0
280000,24,1006,1853,2657,1416,1855,1422,7,2719,0
30000,24,30279,30428,30485,31012,1500,2700,1300,0,1
20000,33,12518,12889,9638,8878,1300,1000,1000,500,0
300000,51,108639,85818,90069,85008,4107,7346,65000,2500,0
180000,35,1880,1702,1196,870,0,0,0,3028,0
20000,24,16549,16002,16047,15492,0,600,0,1500,1
80000,39,4948,3804,0,0,1000,0,0,1715,0
20000,47,19553,18092,18175,19000,1417,2000,3005,2000,0
60000,29,31462,31499,16773,11568,6037,5084,6000,4000,0
20000,22,18743,19879,18872,21178,3000,0,3000,0,0
30000,67,30734,28092,29112,29555,0,1800,1200,1083,0
50000,33,26957,28230,27483,27728,2000,0,1000,2400,1
80000,47,49735,25144,7905,7905,25144,8000,0,20616,0
170000,24,1166,4144,3889,4889,3000,0,1000,0,1
160000,36,816,316,316,316,316,316,316,316,1
130000,27,60024,58104,54976,-3518,4000,0,1580,1580,0
30000,34,31746,32743,32931,30727,1800,1100,0,1000,1
100000,36,0,780,0,0,780,0,0,7600,0
120000,25,87057,84821,85194,76326,0,2700,2500,3200,1
150000,49,850,0,0,31106,0,0,31106,0,1
100000,24,56341,54869,67965,73871,0,14130,7065,7065,1
30000,24,25851,26912,27535,29175,1779,1402,2042,0,1
160000,45,2057,2147,1945,1934,2147,1945,1934,2056,0
120000,48,2468,7869,506,2097,7890,506,2097,758,0
160000,40,67925,69771,73233,72328,3509,5824,0,2204,0
340000,35,-8,1722,1684,-15,1730,1692,0,0,1
240000,55,25631,27047,26654,28065,2500,2000,2000,2000,0
30000,42,30607,29849,30653,28410,10,2000,2000,2000,0
50000,54,47872,48802,50214,19321,2000,2456,0,1000,0
200000,25,0,0,0,1517,0,0,1517,48000,1
80000,44,17047,11885,8254,5144,1435,1350,5144,15365,0
50000,41,5025,4805,46295,46885,0,42000,1600,1500,1
130000,29,18157,16520,15709,13209,2000,1010,1003,2040,0
290000,57,0,0,0,0,0,0,0,0,1
30000,44,27631,29179,30146,26371,2000,1500,933,2000,1
340000,40,77181,59873,60396,63720,5305,3000,5000,3000,0
180000,28,651,1883,651,2688,1883,651,2688,20,0
60000,23,59423,63347,61183,29052,5500,146,1500,1200,0
390000,25,83514,79730,64171,58767,4013,4000,2100,2000,0
460000,35,384919,393029,394483,338220,15045,16017,13000,15000,0
500000,51,396402,395484,333041,294173,14034,15040,12018,15028,0
30000,44,8347,9560,9258,11096,1500,0,2000,392,0
80000,25,28789,31026,31401,31986,2998,1183,1400,1139,0
250000,41,37137,51803,4997,0,51811,9544,0,0,0
280000,26,146130,120750,105492,104061,5042,4000,4000,4000,0
30000,26,25615,29849,31034,28071,5000,2000,0,2500,1
30000,28,22329,23665,47968,24784,2000,1400,2000,1000,1
20000,27,19443,18851,19248,18648,0,1000,0,2000,1
380000,56,0,1349,5947,16735,1349,5957,16735,6444,1
100000,29,175441,153992,132132,114431,0,0,0,2335,1
180000,32,1071,1671,1981,4241,1671,1981,4241,4542,1
80000,25,3409,4489,5345,5454,1144,1000,109,144,0
220000,31,163148,158197,158956,157953,5725,5971,5846,5887,0
170000,26,141476,143850,134502,122186,5113,4514,4376,4432,0
140000,29,97905,100152,100772,101562,4700,3200,3500,3193,1
20000,29,10512,12044,11562,11080,2000,0,0,800,1
100000,38,62427,63922,65864,66578,2500,3000,2400,4000,0
50000,47,32516,32774,33597,29105,1870,1693,1106,1473,0
300000,30,2186,0,290,707,0,290,1209,0,0
30000,25,26769,27138,28122,29139,1500,1447,3000,0,0
50000,53,49696,50893,50532,19632,2000,2000,1000,763,0
160000,37,3090,52125,26325,29638,52165,5000,7000,8000,0
80000,27,45920,47186,46882,49170,5013,5000,4000,0,0
140000,28,132070,134766,106450,106422,6000,4000,4000,4000,0
20000,23,19403,18541,19254,19456,0,1298,1000,692,1
50000,51,17453,7802,22214,4985,8338,22232,4985,6551,0
200000,34,0,0,0,347,0,0,347,0,1
80000,23,780,0,390,390,0,390,390,390,1
80000,27,81635,83465,81472,82332,3716,0,2989,3105,0
210000,39,6000,0,2880,0,0,2880,0,0,0
260000,28,26303,9408,5082,7732,5030,2025,7770,1385,0
200000,46,0,552,2523,2327,552,2531,2327,2308,1
110000,33,110327,112130,108533,112475,5332,0,7800,0,1
10000,23,5857,6722,8305,9405,1117,1700,1230,0,0
200000,30,91936,94698,77034,64886,7500,0,1500,10000,0
300000,31,360,360,360,360,360,360,360,980,1
360000,39,7001,1224,394,-6,1224,394,6,0,0
290000,32,78200,79726,80890,81615,3700,3600,3000,3000,0
30000,26,30814,29551,24034,21155,0,1500,1150,900,1
300000,47,0,225,4019,4509,225,4019,3860,5000,0
300000,28,986,2939,27754,10534,2964,27968,10597,1954,0
210000,45,316,312,2368,316,312,2376,316,316,0
50000,36,74969,76012,77330,70579,2846,2671,2396,2177,1
340000,26,337871,311076,156674,129651,11208,5000,23809,4136,0
330000,34,138009,141253,130567,128257,7015,7000,10007,6500,1
220000,28,44109,32978,30415,28038,5000,13500,14000,13500,0
100000,30,23939,23572,24148,0,1500,1011,0,0,0
260000,30,399,399,399,399,399,399,399,399,1
180000,30,440,30404,0,880,30404,0,880,150,0
200000,44,780,390,1170,780,390,780,0,0,0
110000,41,90599,60949,62235,63499,2213,2300,2300,2400,1
20000,48,7186,9063,10909,10440,2000,2000,0,680,1
60000,25,13123,14403,16150,17870,1500,2000,2000,2000,0
30000,28,23848,23873,24182,26022,700,1000,2550,2013,1
30000,24,31202,32801,30092,30148,2415,0,1045,915,1
420000,37,38386,316,9894,13811,316,9894,13811,12141,1
340000,34,332,332,332,142202,332,332,142402,6,1
270000,38,0,0,0,0,0,0,0,0,0
360000,36,15019,1221,6909,5954,2074,7039,10,1,0
230000,25,736,645,855,0,645,855,0,590,0
50000,33,47327,48765,49149,44073,2200,1518,1414,1432,0
230000,28,-5,2148,2932,354,2153,2932,354,200,0
200000,38,-3,687,2740,2044,690,2753,2054,1622,0
100000,24,101887,102069,100657,101565,4902,4507,3936,3982,0
150000,47,153404,144960,148146,142279,6900,7200,5450,5265,0
50000,28,46709,12889,50199,74405,1690,38000,1500,4000,0
60000,29,34081,23215,30340,28368,2000,8565,969,1004,0
70000,30,10149,11454,9638,8761,2000,2000,0,1000,0
20000,23,5044,3700,13181,12596,1011,13181,5,1033,0
50000,25,24408,25169,13368,14142,1300,1500,1000,1000,0
500000,33,1569,1379,1800,0,0,1800,0,0,0
390000,49,0,0,0,0,0,0,0,0,0
90000,27,0,0,0,0,0,0,0,0,0
10000,22,5748,3203,2162,2150,1189,1025,3028,0,0
30000,24,390,390,780,780,390,780,0,0,1
240000,35,-2,-2,-2,968,0,0,970,0,1
180000,29,36567,26613,26941,27705,1682,1400,1554,0,0
70000,23,22658,31647,24487,25125,9397,1487,1039,2073,0
50000,26,1530,750,1140,1530,750,1140,1530,750,0
20000,46,11325,12654,13659,13635,1519,1524,500,507,0
260000,36,200593,206178,208601,213025,8500,7000,7508,7500,1
160000,26,0,0,0,0,0,0,0,0,1
250000,42,25298,0,0,0,0,0,0,0,0
20000,49,1044,0,5596,0,0,5596,0,0,0
210000,37,2359,1519,1939,1939,1519,1939,1939,1939,0
100000,35,47253,49489,53034,53568,3000,5000,2000,2000,1
100000,28,72970,100360,91329,76840,30000,4094,2900,2850,0
230000,34,2329,1894,2528,1865,1894,2532,1865,1496,0
20000,25,13896,12906,13983,10983,2000,2500,2000,0,1
40000,24,30096,30819,13816,10291,1300,2013,319,415,1
100000,51,54530,37295,96251,36221,55000,100044,2000,2000,0
20000,26,16514,17547,18541,19250,1306,1300,1000,1000,0
140000,32,31367,29652,30178,20989,1614,10018,2009,1003,0
50000,23,44470,51192,48506,18524,7800,173,1000,1000,0
30000,26,17341,-1030,29718,27417,485,31509,1500,1502,0
80000,28,15268,5135,0,0,1315,0,0,0,0
20000,31,15654,16425,17265,16647,1330,1170,500,420,1
210000,26,9899,6000,4100,0,1008,1000,0,10790,0
220000,33,3378,1531,942,608,1531,942,608,1738,0
150000,30,40046,47317,48849,35920,7995,5849,1196,2000,0
200000,28,508,10680,1190,527,10712,1194,527,4537,0
200000,28,68398,73564,73548,44234,6900,1966,12,1604,1
50000,39,26813,22999,17485,10588,1708,1454,289,1508,0
80000,28,9782,11620,14415,16177,2001,3000,2000,800,0
310000,32,20138,8267,65993,8543,8267,66008,8543,1695,1
210000,29,140619,144410,148555,156733,7000,9000,11550,0,0
140000,40,136785,137175,140773,133147,5051,12602,0,12000,1
20000,32,15498,16409,17291,17588,1600,1600,1000,1000,0
10000,23,0,0,0,0,0,0,0,0,0
250000,30,5607,9416,3421,11521,10000,0,10000,10000,0
280000,31,0,3495,2783,2001,3495,2783,0,0,0
210000,48,8666,8666,17307,8666,8666,17307,173,8666,0
10000,54,5186,8225,8244,7963,3300,300,0,299,0
60000,59,59174,60922,61800,0,3298,3000,0,51301,0
180000,38,184650,0,0,0,0,0,0,0,0
10000,31,0,0,0,0,0,0,0,0,0
200000,41,0,5932,5674,1484,5932,0,0,4680,0
120000,29,1171,644,-155,-155,1000,0,0,2530,0
160000,28,54232,55456,56625,57757,2100,2100,2500,3000,0
180000,48,167140,160707,162477,166861,8000,6000,7000,7000,0
60000,42,58186,58364,59108,38827,2382,2373,1324,1402,0
80000,27,73000,71338,47202,38133,5000,2000,1500,1500,0
200000,27,9747,17230,198,875,10051,198,877,1982,0
20000,22,18590,17838,18680,19788,0,1307,1580,3100,1
360000,31,17582,0,0,0,0,0,0,0,0
140000,43,147560,142435,142096,136836,3,5000,5000,5100,0
110000,46,94025,101460,102724,100188,8942,3800,0,3685,1
360000,33,-200,-200,0,13467,0,200,13467,5300,0
30000,22,3963,6222,2936,588,6222,2936,0,0,0
100000,25,76222,79564,49000,-1000,4700,1500,0,31000,0
60000,34,35187,36236,37220,37963,1616,1600,1336,1500,1
130000,32,0,0,3726,0,0,3726,0,0,0
240000,34,5516,4950,5232,6464,4950,5232,6464,3820,0
210000,35,61189,62721,61115,62334,3100,0,2235,4870,1
360000,25,586,14074,5672,5084,14076,5672,0,0,0
30000,22,22167,22474,18180,15900,1000,150,0,0,0
480000,49,-220,38929,339176,33146,39149,344261,33312,37511,0
90000,49,1722,0,0,0,0,0,0,0,0
50000,42,4908,7479,11902,13871,3000,5000,5000,7000,0
20000,41,9186,9459,10102,10452,1200,1200,500,1000,0
160000,27,490,-85,5215,4115,3085,5300,1000,22200,0
90000,24,14520,14747,4753,5152,1240,1220,1000,500,0
300000,34,9474,0,0,0,0,0,0,0,0
500000,43,640,600,1490,1822,600,1490,1822,1740,0
130000,36,0,0,0,0,0,0,0,0,1
250000,62,38924,38468,35930,40106,5000,5000,5000,3000,0
10000,25,4693,5371,6327,6055,1300,1600,400,0,1
340000,30,1933,2855,872,981,1000,872,981,22936,0
60000,24,15527,16882,18190,27465,2000,2000,10000,991,0
50000,47,48308,48019,48647,26894,2200,2068,3048,418,0
170000,34,7885,7190,6854,3142,2336,0,0,5000,0
490000,51,389,376,467,78,377,481,1,711,1
20000,26,17679,16720,17705,19228,1300,1277,1800,0,1
550000,47,68328,76797,55200,30000,10000,20000,5000,0,0
340000,39,66623,61474,57160,58794,2500,2500,2500,3300,0
10000,32,9576,9028,9644,9790,1384,1000,196,200,0
230000,25,0,0,13499,9078,0,13499,9117,11009,0
30000,39,29388,27850,28525,29091,0,1452,1018,1038,0
200000,42,73032,12928,88930,30000,12928,79365,30000,37861,0
450000,37,13371,13480,5747,3339,4000,5747,3339,18916,0
380000,44,329877,309781,295550,277650,12055,9837,9154,9042,1
50000,31,29767,30206,27905,17174,1615,1670,605,626,1
80000,27,23107,24674,25351,25981,5034,10000,1000,1000,0
150000,42,0,0,0,11068,0,0,11068,0,1
50000,44,49006,49139,47608,3990,2000,1000,3600,390,0
210000,39,0,0,0,0,0,0,0,0,0
100000,24,59712,61743,63714,65056,3000,3000,2400,9100,0
100000,38,25994,27173,44285,45433,1994,19462,3000,302,0
500000,45,3136,2345,8471,7234,2002,7505,145,33,0
30000,58,9819,10873,9646,9995,1230,1100,419,600,0
50000,46,53541,29308,20274,19945,31483,1408,3000,1000,0
50000,23,0,0,0,0,0,0,0,0,0
420000,36,3663,4338,3400,2535,4338,3400,2535,3216,0
30000,32,28156,27422,28335,20946,0,1542,1024,1000,1
240000,32,240790,224497,213580,191771,6892,7866,5602,6118,0
80000,55,69116,64325,59653,55159,2500,2000,2000,2000,0
330000,45,265362,246735,248541,231534,7500,8001,7000,7000,1
50000,30,49371,50092,49029,25313,1800,240,1000,1100,1
200000,42,0,0,0,0,0,0,0,0,1
210000,34,-300,-716,416,1132,0,1548,1132,0,0
130000,31,70722,69040,70912,63626,0,4130,43,2000,0
390000,28,10439,25143,35165,44543,15007,10529,10000,1773,0
100000,40,12878,7702,2377,0,2000,2377,40000,0,0
140000,33,85314,87042,90165,91318,4000,5000,2000,4000,0
80000,35,70002,71389,73788,74463,3100,4204,2790,0,1
50000,42,44498,46740,45718,44696,3240,0,0,0,1
50000,25,21316,23038,24720,26370,2375,2375,2375,3547,0
360000,39,0,0,0,0,0,0,0,691,0
170000,49,153322,149027,150920,145689,0,6320,5045,1000,1
50000,41,48152,45974,44792,18649,2043,3000,14000,545,0
310000,25,266270,273719,235796,188031,11677,8406,6000,5074,1
210000,31,326,326,326,326,326,326,326,326,1
140000,37,90186,74504,72358,48081,2805,2877,1360,1400,0
150000,37,127111,106956,106129,106531,3878,3794,3783,3892,0
170000,40,2000,2210,3000,2000,2210,3000,2000,5000,1
260000,25,148,75,12117,9620,7,12117,2,0,1
170000,26,99387,102141,103972,108405,5250,5100,7500,0,0
310000,35,0,0,4488,4696,0,4488,264,80000,0
50000,23,34364,34212,33886,32929,1861,2004,1324,3768,0
260000,35,1013,0,0,6895,0,0,6895,0,1
100000,27,36014,39321,39145,39494,4200,900,1400,900,1
40000,25,40633,40311,39380,41389,4300,2000,2938,0,0
180000,46,82505,86302,84020,97554,6000,0,15000,0,0
50000,41,26184,29261,28444,28878,3500,0,1100,1100,0
200000,29,4810,0,726,726,0,726,0,495,1
320000,53,33589,34608,38544,44486,3000,6000,8000,10000,0
220000,45,4624,2874,1210,632,2888,1216,640,15251,0
180000,46,60005,41223,49108,50016,3000,10000,3000,5000,0
50000,36,94228,47635,42361,19574,2000,1500,1000,1800,1
50000,22,29637,30805,30336,13378,1826,1200,268,0,0
150000,32,83275,84220,77956,77682,3006,3000,2000,222,0
120000,38,6856,17329,2047,8568,19600,0,14150,9000,0
30000,34,29302,30052,29349,29476,1530,1416,1142,1102,0
10000,43,17560,9829,3604,0,2537,1000,0,0,1
380000,34,34869,6305,5736,900,6336,5766,904,16915,0
320000,38,0,0,0,0,0,0,0,0,1
30000,41,1448,1261,630,240,1261,630,0,840,0
470000,29,72830,49502,47771,52979,4003,4003,8003,70003,0
80000,40,75768,78069,79196,25722,3500,2934,897,929,0
20000,60,8570,10651,9944,10142,2620,0,500,380,0
120000,51,125702,130461,131281,128594,8300,4500,4260,4595,0
150000,37,0,0,584,596,0,584,12,0,0
200000,43,180680,184436,188181,190775,8155,8302,7225,10153,0
20000,40,45429,47961,49562,4410,2819,2420,88,0,0
170000,36,85780,80568,79823,79335,2906,3002,3000,3000,0
150000,34,900,0,0,740,0,0,740,0,0
160000,30,632,0,632,316,0,632,316,0,0
280000,32,45536,11509,2110,2121,11509,5000,2121,6789,0
60000,42,39986,41036,42449,43243,2000,2100,1800,6000,1
100000,44,39649,43608,46899,47447,5000,5000,1554,1595,0
360000,48,68032,63174,44536,80570,4500,3000,50000,8400,0
500000,44,71921,367979,294969,189612,368199,6486,234,90,0
290000,30,284239,284692,230891,232778,11000,10000,8000,10000,1
160000,31,0,0,0,150,0,0,150,150,0
50000,47,22923,23264,23879,23960,1400,1400,850,871,0
250000,35,27107,36565,39711,47523,10000,10000,10000,6000,0
350000,42,3800,3138,4150,3750,3138,4160,3750,2272,0
100000,22,99415,101507,99511,99813,4600,3478,3461,3461,0
30000,33,31956,30425,30615,29304,0,1753,1200,1041,0
450000,36,0,2500,2500,0,2500,2500,0,0,0
20000,40,9755,894,5625,9625,894,5000,4000,3000,0
30000,26,28063,29304,28047,26840,1700,1407,1200,2000,0
150000,47,103226,64671,64293,58024,2627,4123,0,1304,0
30000,36,22327,21696,21054,21315,0,0,908,800,0
10000,23,6001,4308,3421,3615,2000,1500,400,1000,0
50000,47,17569,18592,19621,21748,1613,1642,2769,0,0
50000,22,4124,1070,0,1217,1070,0,1217,3766,0
130000,23,6271,6871,7599,9459,1500,1000,2000,1000,0
50000,22,47066,45132,47756,28275,2300,3862,2000,1100,0
180000,25,177633,139415,136942,114632,5203,30023,10024,10000,0
30000,47,24081,29818,28966,26902,6155,0,1030,1049,1
60000,24,29717,28208,21372,18746,2076,1500,1500,689,0
200000,26,16811,21290,20207,23858,5023,4007,5001,10020,0
30000,23,18292,18450,390,390,1000,390,390,780,0
320000,36,262613,164486,169691,188527,10043,15005,21640,5004,0
360000,37,1605,1448,0,0,14,0,0,0,0
60000,39,56045,59524,58563,56831,5000,2000,1000,3000,0
50000,28,13733,5570,2698,4640,2037,2698,2000,2000,0
30000,35,27143,28211,28654,27897,1800,1200,0,2300,0
50000,31,34644,33669,19124,18117,0,1597,649,671,0
70000,24,42105,35575,32772,29766,1614,2042,2002,1052,0
310000,44,-42,7281,0,0,7323,0,0,0,0
170000,39,2860,15643,1104,190,15643,1108,191,4786,0
150000,49,111348,109115,102598,3039,6000,4044,309,0,0
120000,30,3333,0,3333,0,0,3333,0,984,0
100000,33,75374,44796,47294,38712,2000,5000,1521,1595,0
140000,41,138379,143684,139902,142729,9000,0,6800,40000,1
180000,47,14525,13828,10394,17562,1347,5000,10026,5000,0
20000,51,19684,11580,780,780,1000,780,0,0,0
80000,25,0,0,0,0,0,0,0,0,0
200000,39,178665,133266,95836,85635,3677,2441,1854,1567,0
200000,27,25334,26203,25652,25162,2204,1004,1004,1013,0
30000,42,14617,20350,18456,4190,6000,28,5000,13702,0
250000,40,0,1069,-320,-320,1069,320,0,2000,0
50000,30,31217,33423,32600,31777,3000,0,0,2700,0
250000,31,-23,3102,4438,3416,3125,4455,3417,0,1
140000,25,23409,24725,26006,26771,2000,2000,1500,2000,0
170000,31,520,1316,6779,3416,1339,6779,2000,97,0
240000,47,316,21359,2762,10264,21359,2762,10318,316,0
140000,37,135134,139178,139900,109665,6703,6120,4015,4042,0
50000,28,50998,51103,50262,20304,2209,1726,710,724,0
240000,47,124425,131943,133457,134749,10839,5000,4800,0,1
420000,57,666,2629,4352,1440,2629,4360,2064,1486,0
220000,53,1136,642,1582,1109,642,1582,1109,3319,0
70000,28,44230,44348,28978,17008,1747,1272,1212,1000,0
90000,28,55779,51886,52495,47727,2100,2166,1400,1534,0
220000,40,0,0,0,0,0,0,0,0,0
200000,27,9314,6020,4817,2098,2020,2817,1098,1280,0
240000,55,229254,232693,189095,190481,8737,7506,6501,6501,0
310000,28,19610,14746,28216,4245,10000,28216,4245,3500,0
80000,34,76142,80627,76776,61884,6611,1,3000,2504,1
290000,38,144160,147451,150617,153351,6000,6010,5600,5700,0
260000,43,175247,164173,152724,153527,8500,5950,4000,3000,1
120000,43,0,0,0,0,0,0,0,0,1
260000,32,598,2268,2268,1732,2268,0,1732,718,0
360000,39,655,655,0,0,0,0,0,0,0
30000,36,7963,9152,10282,10180,1321,1451,349,362,1
30000,22,27444,29000,29886,28392,2000,1800,0,1000,1
20000,22,3281,4325,5341,5751,1100,1100,500,1000,0
240000,25,175764,178600,182639,186275,6500,7000,6680,7070,0
200000,31,254266,240966,228663,217600,0,328,0,0,1
70000,38,27000,31809,29776,30148,5600,0,1500,1057,0
200000,23,488,878,488,488,878,488,488,0,0
150000,31,18395,-2390,10042,129691,312,20132,129665,127,0
160000,35,17742,12939,7035,4596,2000,1000,500,1000,0
180000,30,113647,52992,38394,30332,3000,3170,2000,100000,0
190000,39,144414,145572,142816,145463,7000,6000,6000,5500,0
20000,22,15749,16221,19836,14354,1500,5000,500,500,0
150000,27,82494,83044,84752,84743,3100,3500,3000,5000,0
310000,35,7589,9463,12296,15083,2000,3000,3000,3000,0
180000,36,98736,96566,81166,72463,6025,5000,6800,5000,0
80000,24,81908,83597,157646,79061,5501,3450,3000,3059,1
350000,41,85339,84393,86793,84406,5000,5016,5000,3000,0
50000,47,32547,33481,26775,0,1582,1800,0,0,0
90000,23,87669,86653,57819,30895,3499,3000,3000,10000,0
220000,35,112460,29300,8500,0,8500,8500,0,8500,0
50000,25,43870,42891,43582,44561,0,1700,2000,1900,1
90000,46,1651,390,390,390,0,390,1950,1848,0
400000,30,161226,139481,17939,10315,5000,17939,12845,22728,0
210000,40,2309,4791,4909,6588,4791,1909,2588,3074,0
180000,39,177113,180628,176137,183007,7800,0,11700,0,1
500000,55,3925,11200,25509,9857,11253,25585,3,18,0
260000,39,228443,233958,252615,186443,10698,24799,0,7035,1
180000,26,7149,12946,16163,13142,5946,3663,3159,3000,0
180000,34,8000,0,0,0,0,0,0,600,1
30000,24,22236,23574,24583,24915,1696,1705,1037,915,0
360000,33,31482,31805,18203,13122,5119,5007,5002,5005,0
280000,47,2002,1311,0,430,0,0,430,0,0
100000,27,53213,50842,48205,47324,6,2031,1800,2000,1
50000,49,49467,41877,20082,5329,1472,1000,107,3990,0
20000,31,17557,18739,19473,17136,1466,1200,343,0,0
80000,27,1672,0,1672,836,0,1672,836,0,1
110000,36,0,780,0,0,780,0,0,0,0
50000,25,6300,3395,3180,1831,9195,0,1831,37,1
50000,50,48119,48318,21750,4387,1554,1028,4387,4392,1
20000,33,16117,17130,18655,17687,1285,2200,0,1000,0
200000,41,98184,103228,119034,0,5143,19034,0,0,0
250000,44,0,664,62791,48598,664,65791,2000,2100,0
150000,33,0,0,0,0,0,0,0,0,1
50000,23,0,0,0,0,0,0,0,0,1
200000,38,1779,1354,250,7250,1354,0,7000,0,0
220000,38,147048,137560,131090,121259,6364,5892,5000,4369,0
60000,36,0,2426,3367,2898,2426,3367,2898,11768,0
100000,43,47730,47525,47184,46836,1808,1728,1641,1673,0
20000,46,15523,17264,18325,15680,2000,1500,500,0,0
140000,28,82265,86127,84107,82362,5747,0,0,0,1
50000,46,48677,39756,30000,0,2000,3000,0,0,1
50000,28,28639,29482,30455,28955,2100,2000,1000,600,0
120000,30,686,686,686,1372,686,686,1372,0,0
120000,39,0,0,0,0,0,0,0,915,0
30000,38,28637,28711,29138,28852,2002,2002,1503,2006,0
180000,26,0,0,0,0,0,0,0,298,0
500000,46,53049,66623,70194,68618,16018,10000,4,333,0
420000,44,337792,293987,294203,300314,12011,6472,6711,5170,0
20000,45,14296,15321,16333,17434,1262,1274,1375,0,0
50000,24,39083,40150,41181,41996,1700,1700,1501,1700,1
260000,30,19674,17810,19753,21550,2000,3000,3000,3000,0
50000,27,47481,36112,31992,33361,1910,1790,79,100,0
50000,26,750,0,3116,302,0,3116,302,0,0
50000,49,43342,44441,45390,46310,2100,2000,1113,1143,0
100000,49,69896,71360,72820,74264,2588,2644,2656,2752,0
50000,24,38965,38063,38838,39598,0,1700,1700,1500,1
180000,27,174546,175121,150710,135981,8269,6606,5000,4900,0
240000,38,0,0,0,0,0,100000,0,0,0
30000,38,28484,29242,30037,29682,1905,1700,1108,0,0
30000,60,5867,5621,4090,2829,0,0,0,1801,1
270000,45,96175,88092,78574,70330,3626,2700,3180,2300,0
30000,57,347,1353,78,135,1353,78,135,68,1
200000,31,1319,4997,3635,130,4997,3650,130,1209,1
40000,29,8801,9544,0,0,1000,0,0,0,1
360000,31,0,18540,9007,9500,18540,10000,10000,9000,0
150000,57,5483,9136,17348,6456,9136,17348,6456,12256,0
80000,24,9933,11111,9998,8950,1370,1233,261,549,1
300000,32,-227,44791,-649,129798,45018,0,130447,560,0
220000,32,202010,103124,105226,107476,3746,3820,4000,4000,0
110000,42,776,776,776,776,776,776,776,926,0
50000,30,11787,9720,8613,5173,1300,1034,0,1200,0
50000,60,31164,32384,27553,28101,1756,1445,993,1029,0
230000,37,400,20123,20590,20029,20123,1256,1000,1000,0
50000,27,43333,46308,47250,46192,4000,2000,0,1700,1
240000,39,171907,171394,68907,70164,7200,3000,3000,2509,0
130000,26,20054,1298,6712,-884,1298,6730,900,5448,0
160000,34,43729,43535,40799,41255,2045,1809,1265,1154,0
210000,31,121697,120133,118496,116033,5000,5000,4036,5000,0
210000,32,1952,2787,6316,6504,1526,4000,514,326,0
330000,47,240063,242040,160008,160084,9500,5591,5500,6000,0
110000,51,10141,11472,12973,12468,1500,2000,0,1500,0
120000,28,108993,111266,112056,112819,5500,4100,4087,400,0
100000,29,5466,5652,9690,5286,5652,9690,6916,8191,0
210000,34,63672,57299,59336,61349,2200,3000,3000,3000,0
350000,31,181550,177978,164481,198545,10000,20000,100048,60000,0
180000,25,141836,140792,144021,146539,5124,6000,5300,5500,0
150000,28,66296,61916,39614,39863,3000,3005,5000,3000,0
50000,37,49457,47080,45833,45310,0,1200,1000,126,0
230000,47,5482,15900,1678,0,15900,1678,0,764,0
30000,39,9884,9586,10318,10522,0,1200,375,1000,1
90000,24,86643,87249,86858,86373,3881,3000,2800,1500,1
390000,24,16406,16966,15428,13465,1500,1500,1000,30000,0
50000,25,15679,16228,17796,17213,1100,2150,0,1500,1
320000,39,51058,34619,18079,18077,1240,1403,18084,1801,0
20000,34,15907,17142,17844,18009,1498,1200,365,347,0
200000,41,42292,43764,44030,48466,3000,2000,5000,2000,0
500000,40,5255,721,17252,7388,721,17252,7421,6069,1
190000,28,0,0,0,0,0,0,0,0,0
70000,25,5730,7625,9484,11317,2000,2000,2000,2000,1
220000,35,8304,11526,1270,0,11526,1282,0,1121,1
50000,28,28864,30090,31282,33350,2000,2000,2900,0,0
50000,37,15175,16505,17516,17926,1579,1590,1000,1000,0
50000,46,28390,29639,30854,30062,2000,2000,0,3300,0
70000,42,70730,58103,68197,50756,3500,15000,3000,2000,0
80000,26,66982,66130,67489,68535,2986,3056,2787,2745,0
50000,41,45487,45548,46076,19092,1858,1685,659,658,0
150000,27,1345,0,0,0,0,0,0,0,0
300000,36,540,1283,843,0,1283,843,0,444,0
50000,25,10973,12092,13386,13663,1300,1500,500,1000,0
170000,42,4600,6519,7360,2437,2000,1000,2437,3103,0
350000,37,316,316,316,466,316,316,466,466,0
470000,33,43353,47682,46429,43405,5000,2600,1500,1500,0
20000,25,13610,14160,15200,14800,1360,1400,0,3000,0
140000,26,0,811,1633,1666,811,1000,33,34,0
60000,23,45014,45698,39068,51205,1774,0,12858,4166,0
160000,23,122339,137278,136572,95115,18518,3358,0,3200,0
150000,26,101569,103688,107321,106614,3756,5350,2562,2629,0
20000,23,292,780,0,593,780,0,593,0,0
210000,35,6808,4954,8739,5420,4960,8747,8,4450,0
50000,23,3352,18685,15868,11348,18685,1105,500,500,0
210000,31,15332,10000,19875,57751,10000,19875,50000,15456,0
280000,44,593,1763,53669,4707,1777,53934,4726,22102,0
300000,36,15536,17923,27007,360,10000,10140,360,257,0
230000,37,228342,189966,142377,143828,6100,7000,5356,5400,0
250000,47,8996,18069,7966,3470,18069,7966,3470,3128,0
500000,36,24170,8051,77908,50297,8091,78192,65,33766,0
50000,48,12592,12899,7313,8036,2017,2000,1200,100,0
50000,46,5942,5444,2464,2521,1056,1000,57,0,0
150000,36,296846,301634,314201,84135,7143,13700,15000,7500,0
180000,53,0,41300,41300,0,41300,41300,0,3270,0
450000,37,136655,146400,156049,164076,13492,13641,12168,9650,0
70000,24,4177,2657,2752,1048,0,1500,0,0,0
