age,education,balance,housing,loan,campaign,previous,poutcome,label
31,tertiary,385,yes,no,1,0,unknown,0
55,primary,1649,yes,no,3,0,unknown,0
51,secondary,9228,no,no,4,0,unknown,1
36,secondary,0,yes,yes,2,0,unknown,0
27,tertiary,1,no,no,2,0,unknown,0
40,secondary,771,yes,no,4,0,unknown,0
49,secondary,280,yes,no,3,0,unknown,0
59,primary,46,no,no,2,0,unknown,0
32,tertiary,2431,yes,no,5,0,unknown,1
42,tertiary,308,no,no,2,0,unknown,0
35,tertiary,160,yes,no,6,0,unknown,0
29,secondary,555,yes,no,4,0,unknown,0
29,secondary,778,yes,no,2,0,unknown,0
37,secondary,48,no,no,2,0,unknown,0
49,primary,169,yes,no,3,0,unknown,0
51,secondary,12,yes,no,1,0,unknown,0
61,primary,848,no,no,1,1,other,0
43,secondary,481,yes,no,1,2,other,0
42,tertiary,12223,yes,no,1,0,unknown,0
24,secondary,-254,yes,yes,2,0,unknown,0
46,tertiary,1148,no,no,2,0,unknown,0
23,secondary,5,no,no,1,0,unknown,0
26,secondary,50,yes,no,1,0,unknown,0
43,primary,92,yes,no,2,0,unknown,0
35,tertiary,470,yes,no,13,0,unknown,1
38,secondary,0,no,no,4,0,unknown,0
56,primary,109,no,no,4,0,unknown,0
31,secondary,440,yes,no,3,0,unknown,0
32,tertiary,0,no,no,4,0,unknown,1
28,secondary,2685,no,yes,1,0,unknown,0
26,secondary,-3,yes,no,5,0,unknown,0
49,tertiary,7007,no,no,2,0,unknown,0
33,secondary,220,yes,no,1,0,unknown,0
80,primary,1548,no,no,2,0,unknown,0
40,secondary,326,yes,yes,1,0,unknown,0
42,secondary,0,yes,no,6,0,unknown,0
46,secondary,123,no,no,3,0,unknown,0
32,tertiary,697,no,no,1,3,failure,0
37,tertiary,223,yes,no,1,0,unknown,0
32,secondary,1694,yes,no,1,0,unknown,0
53,tertiary,4446,yes,no,1,0,unknown,0
39,tertiary,894,yes,no,1,1,other,0
31,secondary,202,yes,no,1,0,unknown,0
34,tertiary,0,no,no,2,0,unknown,0
44,tertiary,1707,no,no,3,0,unknown,0
35,secondary,13658,yes,no,2,0,unknown,0
39,secondary,406,no,no,5,0,unknown,0
55,secondary,96,no,no,2,0,unknown,0
34,secondary,0,yes,no,1,0,unknown,1
39,tertiary,-276,no,yes,4,0,unknown,0
58,secondary,413,no,no,5,0,unknown,0
37,primary,655,yes,no,2,4,failure,0
56,primary,694,no,no,1,1,other,1
32,secondary,10218,yes,no,2,0,unknown,0
41,tertiary,1646,yes,no,1,6,success,1
29,tertiary,14,no,no,1,1,failure,0
44,tertiary,7635,no,no,5,0,unknown,0
24,secondary,9,yes,no,7,0,unknown,0
43,secondary,1029,yes,no,1,0,unknown,0
26,tertiary,2855,no,no,3,0,unknown,0
39,secondary,260,yes,no,1,1,failure,0
49,secondary,2039,yes,no,1,2,failure,1
52,primary,-97,yes,yes,4,0,unknown,0
33,tertiary,1465,no,no,4,0,unknown,0
30,secondary,125,yes,no,2,0,unknown,0
32,tertiary,930,no,no,7,0,unknown,0
27,tertiary,0,yes,no,4,0,unknown,0
58,primary,73,no,no,1,0,unknown,0
46,primary,-35,yes,no,3,0,unknown,0
28,tertiary,1351,no,no,1,0,unknown,0
39,primary,1601,yes,no,2,0,unknown,0
41,unknown,88,yes,no,1,2,failure,0
38,secondary,435,yes,no,2,0,unknown,0
50,secondary,717,yes,no,1,0,unknown,0
56,secondary,705,yes,no,2,0,unknown,0
34,secondary,1553,no,no,2,0,unknown,0
33,secondary,-131,yes,no,1,0,unknown,0
61,secondary,1191,no,no,4,0,unknown,1
36,secondary,47,no,yes,6,0,unknown,0
34,tertiary,544,yes,yes,2,0,unknown,0
36,secondary,688,yes,no,2,0,unknown,0
45,tertiary,242,no,no,1,0,unknown,1
27,tertiary,118,no,no,1,0,unknown,0
45,secondary,-388,yes,no,2,0,unknown,0
40,tertiary,1603,no,no,1,0,unknown,0
36,secondary,1511,yes,no,1,0,unknown,1
46,primary,147,yes,no,2,3,failure,0
37,tertiary,836,yes,no,2,0,unknown,0
36,secondary,55,yes,no,2,4,failure,0
37,secondary,1123,no,yes,1,0,unknown,0
22,tertiary,691,no,no,1,0,unknown,1
51,secondary,0,no,yes,3,0,unknown,0
49,secondary,12531,no,no,8,0,unknown,0
35,tertiary,552,yes,yes,2,1,failure,0
50,primary,0,no,no,2,0,unknown,0
31,tertiary,309,yes,yes,1,0,unknown,0
47,secondary,33,yes,no,1,0,unknown,0
59,secondary,681,yes,no,2,0,unknown,0
32,secondary,1787,yes,no,4,4,failure,0
71,tertiary,14220,yes,no,1,0,unknown,1
31,tertiary,12569,no,no,1,1,failure,1
41,primary,4,no,no,5,0,unknown,0
35,primary,3587,yes,no,4,0,unknown,0
36,tertiary,254,no,no,3,0,unknown,0
46,primary,1712,no,no,1,0,unknown,0
46,secondary,4855,yes,no,1,1,failure,0
47,tertiary,2408,no,no,1,1,success,0
35,tertiary,252,yes,no,2,0,unknown,0
37,secondary,346,yes,no,1,1,failure,0
56,secondary,45,no,no,1,0,unknown,1
46,secondary,556,yes,yes,3,0,unknown,1
44,tertiary,-710,yes,no,1,0,unknown,0
48,tertiary,-551,yes,no,2,0,unknown,0
28,secondary,56,yes,no,1,0,unknown,0
38,tertiary,1514,no,yes,3,3,failure,0
34,tertiary,178,yes,no,2,0,unknown,0
56,secondary,359,yes,no,4,0,unknown,0
55,secondary,1580,no,yes,1,0,unknown,1
44,secondary,221,no,no,13,0,unknown,0
38,tertiary,1161,yes,no,1,0,unknown,0
53,secondary,1278,yes,no,3,0,unknown,0
41,tertiary,982,no,no,1,0,unknown,0
34,secondary,16,no,no,1,0,unknown,1
34,tertiary,1,no,no,1,0,unknown,0
35,secondary,128,yes,no,1,0,unknown,0
38,secondary,2543,no,no,1,4,failure,1
42,tertiary,42045,no,no,2,0,unknown,0
56,primary,828,yes,no,1,1,failure,0
37,tertiary,0,yes,no,6,0,unknown,0
47,secondary,3940,yes,no,2,5,success,0
29,secondary,125,yes,no,1,0,unknown,0
41,tertiary,140,yes,no,3,0,unknown,0
43,secondary,593,yes,no,1,0,unknown,0
38,secondary,746,no,no,3,0,unknown,0
31,secondary,589,yes,yes,1,0,unknown,0
32,tertiary,2343,no,no,1,0,unknown,0
40,tertiary,294,yes,no,5,0,unknown,0
45,secondary,644,no,yes,1,0,unknown,0
43,secondary,-26,yes,no,1,0,unknown,0
27,secondary,3354,yes,no,5,0,unknown,0
33,tertiary,23,no,no,3,0,unknown,0
37,secondary,7,yes,no,7,1,other,0
60,secondary,3735,no,no,1,9,success,1
51,unknown,2094,no,no,6,0,unknown,1
44,secondary,508,yes,no,1,1,failure,0
48,unknown,0,yes,no,1,1,other,0
57,primary,93,yes,no,1,0,unknown,0
29,tertiary,0,yes,no,2,0,unknown,0
50,secondary,26394,no,no,4,0,unknown,0
36,secondary,-11,yes,no,28,0,unknown,0
49,tertiary,523,yes,no,2,0,unknown,1
49,secondary,-74,yes,no,1,0,unknown,0
35,tertiary,0,no,no,1,0,unknown,0
39,secondary,122,yes,no,1,0,unknown,0
34,primary,351,no,yes,11,0,unknown,0
57,secondary,35,no,yes,3,0,unknown,0
37,secondary,2610,yes,no,1,0,unknown,0
25,secondary,64,no,no,11,0,unknown,0
43,primary,60,no,no,2,2,other,0
37,secondary,342,yes,no,2,1,failure,0
36,tertiary,1830,no,no,1,11,failure,0
49,tertiary,1904,no,yes,2,0,unknown,0
38,tertiary,16957,yes,no,1,2,failure,0
39,tertiary,26,no,no,5,0,unknown,0
40,tertiary,0,no,no,1,8,success,1
34,secondary,79,yes,no,1,0,unknown,0
39,primary,2303,yes,no,3,0,unknown,1
53,secondary,65,no,no,18,0,unknown,0
44,tertiary,332,yes,no,5,0,unknown,0
32,secondary,-399,yes,no,1,0,unknown,0
50,secondary,-54,yes,yes,2,1,failure,1
29,primary,-102,no,no,1,0,unknown,0
55,tertiary,4809,yes,no,2,3,other,0
73,primary,279,no,no,3,0,unknown,1
52,secondary,11,yes,no,1,0,unknown,0
49,secondary,2201,yes,no,3,0,unknown,0
63,primary,8044,no,no,1,0,unknown,0
34,secondary,2374,yes,no,1,2,failure,1
32,secondary,92,yes,no,1,2,failure,0
49,tertiary,443,no,no,6,0,unknown,0
40,primary,1397,yes,no,2,1,failure,0
53,unknown,7,no,no,1,0,unknown,0
53,tertiary,3177,no,no,2,0,unknown,0
43,primary,232,no,yes,1,0,unknown,0
35,secondary,81,yes,no,1,0,unknown,0
35,secondary,414,yes,no,5,2,other,0
25,tertiary,1433,yes,no,1,0,unknown,0
31,unknown,187,no,no,1,0,unknown,0
48,tertiary,0,no,no,16,0,unknown,0
40,secondary,4610,no,no,2,0,unknown,0
46,primary,1429,yes,no,1,0,unknown,0
30,secondary,334,no,no,2,0,unknown,0
47,secondary,2,no,yes,15,0,unknown,0
23,secondary,500,yes,no,3,0,unknown,0
29,tertiary,43,yes,no,2,0,unknown,0
38,secondary,4030,yes,no,2,5,failure,0
56,primary,306,no,yes,1,0,unknown,0
52,secondary,0,no,no,2,1,failure,0
55,secondary,168,no,no,2,0,unknown,0
43,tertiary,210,no,no,2,0,unknown,0
34,secondary,518,yes,no,1,0,unknown,0
43,tertiary,1696,yes,no,1,3,failure,1
55,secondary,-31,no,yes,2,0,unknown,0
34,secondary,856,yes,no,1,5,other,0
34,tertiary,318,yes,no,2,0,unknown,0
43,tertiary,64,no,no,2,0,unknown,0
39,primary,800,yes,no,6,0,unknown,0
39,unknown,75,no,no,1,0,unknown,0
34,secondary,347,yes,no,2,6,failure,0
55,tertiary,2366,yes,yes,4,0,unknown,0
67,tertiary,701,no,no,2,0,unknown,1
34,tertiary,475,yes,yes,1,0,unknown,0
47,secondary,3285,no,no,5,0,unknown,0
33,primary,925,no,no,3,0,unknown,0
45,secondary,128,no,yes,2,0,unknown,0
36,secondary,1587,yes,no,2,0,unknown,0
59,secondary,879,yes,no,1,0,unknown,0
33,secondary,478,no,no,2,0,unknown,1
52,secondary,280,no,no,5,0,unknown,0
53,primary,1868,no,no,4,0,unknown,0
41,primary,819,no,no,3,0,unknown,0
45,secondary,4646,yes,no,1,0,unknown,0
60,secondary,27,no,no,2,0,unknown,0
32,secondary,736,yes,no,3,0,unknown,0
28,tertiary,224,yes,no,3,0,unknown,0
31,secondary,2544,no,no,1,3,success,1
53,secondary,427,no,yes,4,0,unknown,0
58,tertiary,2764,no,no,1,0,unknown,0
38,secondary,376,yes,no,1,0,unknown,0
46,tertiary,523,yes,no,4,2,failure,0
53,tertiary,71,no,yes,1,0,unknown,0
56,secondary,3948,no,no,1,3,failure,0
52,secondary,1810,no,no,1,0,unknown,0
38,secondary,994,no,no,1,0,unknown,0
37,primary,52,yes,no,1,0,unknown,0
37,primary,11,no,no,8,0,unknown,0
37,secondary,0,no,no,1,0,unknown,0
66,primary,747,no,no,3,1,failure,0
44,primary,2657,yes,no,2,0,unknown,0
61,secondary,313,no,yes,1,0,unknown,0
34,secondary,61,no,yes,1,0,unknown,0
33,secondary,2557,yes,no,1,0,unknown,0
30,secondary,0,yes,no,1,0,unknown,0
27,secondary,10,yes,no,1,0,unknown,0
37,secondary,658,yes,no,1,0,unknown,0
38,primary,1679,yes,no,18,0,unknown,0
35,tertiary,0,no,yes,4,0,unknown,0
50,secondary,841,yes,no,2,0,unknown,0
39,secondary,0,yes,no,3,0,unknown,0
35,secondary,1160,yes,no,3,0,unknown,0
36,secondary,-37,yes,no,1,0,unknown,0
28,secondary,94,yes,no,1,0,unknown,0
39,tertiary,585,yes,no,1,3,failure,0
39,secondary,235,no,no,1,0,unknown,0
30,secondary,2145,yes,no,2,0,unknown,1
32,secondary,1464,yes,no,1,0,unknown,0
28,secondary,232,yes,yes,1,1,failure,0
47,primary,187,yes,no,1,0,unknown,0
53,tertiary,12,no,no,10,0,unknown,0
57,primary,318,yes,no,2,0,unknown,0
47,secondary,405,no,yes,2,0,unknown,1
56,tertiary,334,yes,no,2,0,unknown,0
38,primary,0,yes,no,32,0,unknown,0
52,primary,2,no,no,3,0,unknown,0
46,secondary,966,yes,yes,2,0,unknown,0
57,primary,195,no,yes,4,0,unknown,0
42,unknown,0,no,no,2,0,unknown,0
57,secondary,0,no,no,1,0,unknown,0
51,secondary,260,no,no,5,0,unknown,0
53,tertiary,451,yes,no,1,2,failure,0
37,primary,3242,yes,no,1,0,unknown,0
47,secondary,8515,yes,no,7,4,other,0
48,tertiary,1808,yes,no,1,0,unknown,1
39,primary,20,yes,no,1,0,unknown,0
42,secondary,3068,yes,yes,2,0,unknown,0
36,tertiary,23,no,no,11,0,unknown,0
34,secondary,1076,no,no,2,0,unknown,0
61,primary,1060,yes,no,1,0,unknown,0
32,secondary,678,yes,no,1,4,failure,1
35,primary,1147,yes,yes,1,0,unknown,0
54,secondary,-630,no,no,1,0,unknown,0
31,tertiary,459,no,no,14,0,unknown,0
45,secondary,976,yes,no,1,2,failure,0
32,tertiary,357,yes,no,2,0,unknown,0
52,secondary,-9,no,no,1,0,unknown,0
36,secondary,1927,yes,no,1,1,other,0
31,secondary,500,yes,no,18,0,unknown,0
53,secondary,9146,no,no,4,0,unknown,0
43,secondary,59,no,no,2,0,unknown,0
47,primary,0,no,no,2,0,unknown,0
46,primary,328,yes,no,8,0,unknown,0
34,secondary,291,no,no,2,0,unknown,0
55,tertiary,-703,yes,no,3,0,unknown,0
23,secondary,589,yes,no,1,0,unknown,0
75,secondary,6053,no,no,2,1,failure,0
58,secondary,1142,no,no,3,0,unknown,0
35,secondary,725,yes,no,7,1,failure,0
27,tertiary,802,no,no,1,0,unknown,1
24,secondary,556,yes,no,2,0,unknown,1
48,secondary,191,yes,no,3,0,unknown,0
31,secondary,373,no,no,5,0,unknown,0
57,secondary,6164,no,no,2,0,unknown,0
53,tertiary,37,no,no,9,0,unknown,0
42,primary,1156,yes,no,1,0,unknown,0
50,secondary,806,yes,yes,8,2,other,0
59,secondary,2381,no,no,2,0,unknown,0
38,secondary,-314,yes,no,2,0,unknown,0
39,secondary,285,yes,yes,1,0,unknown,0
28,primary,1199,yes,no,20,0,unknown,0
55,tertiary,481,yes,no,2,3,failure,0
33,tertiary,137,no,no,4,0,unknown,0
36,secondary,168,yes,no,1,0,unknown,0
38,secondary,156,yes,no,3,0,unknown,0
28,secondary,4745,no,no,1,5,success,1
32,tertiary,11797,yes,no,2,0,unknown,0
35,secondary,786,no,yes,1,0,unknown,0
58,primary,4015,no,no,3,0,unknown,0
30,secondary,0,yes,no,1,0,unknown,0
33,secondary,331,yes,no,7,5,other,0
36,secondary,1554,yes,no,4,0,unknown,0
32,secondary,132,yes,yes,2,0,unknown,0
34,tertiary,5086,no,no,4,0,unknown,1
42,secondary,529,yes,yes,3,0,unknown,0
41,tertiary,4824,no,yes,7,0,unknown,0
63,secondary,474,no,no,1,0,unknown,1
38,tertiary,86,yes,no,1,0,unknown,0
54,primary,2281,yes,no,1,0,unknown,0
39,secondary,186,yes,no,1,0,unknown,0
46,secondary,137,no,no,3,0,unknown,0
37,tertiary,6968,no,no,1,0,unknown,0
76,primary,86,no,no,1,0,unknown,0
28,unknown,81,no,yes,1,0,unknown,0
33,primary,6904,no,no,2,0,unknown,0
46,tertiary,137,yes,yes,1,0,unknown,0
30,secondary,25,no,no,1,0,unknown,0
60,tertiary,759,no,no,2,0,unknown,0
56,tertiary,1922,yes,no,2,0,unknown,0
24,unknown,3298,yes,no,1,0,unknown,0
58,secondary,764,no,no,4,0,unknown,0
79,primary,8556,no,no,2,2,success,1
32,secondary,3514,yes,no,2,0,unknown,0
33,primary,0,yes,no,2,0,unknown,0
77,primary,680,no,no,4,3,failure,0
60,primary,0,no,yes,1,0,unknown,0
54,tertiary,2819,no,no,3,0,unknown,0
30,primary,-518,yes,yes,6,0,unknown,0
50,secondary,60,no,yes,8,0,unknown,0
50,secondary,732,no,no,7,0,unknown,0
37,secondary,2707,yes,no,1,0,unknown,0
41,tertiary,177,yes,no,2,0,unknown,0
49,secondary,13229,no,yes,2,0,unknown,0
41,primary,-204,yes,yes,1,0,unknown,0
40,secondary,990,yes,no,3,0,unknown,0
38,secondary,648,yes,no,1,0,unknown,0
34,secondary,50,no,no,3,0,unknown,0
49,secondary,1916,no,yes,3,0,unknown,0
72,primary,763,no,no,2,0,unknown,1
34,secondary,470,yes,yes,1,0,unknown,0
31,secondary,0,no,yes,4,0,unknown,0
33,secondary,5739,yes,yes,1,0,unknown,0
31,tertiary,0,no,no,1,0,unknown,0
55,tertiary,-375,no,no,2,0,unknown,1
25,secondary,157,yes,no,31,0,unknown,0
34,tertiary,1518,yes,no,2,0,unknown,0
53,tertiary,1343,no,no,4,0,unknown,0
39,tertiary,-401,yes,no,4,0,unknown,0
41,primary,5310,yes,no,1,0,unknown,1
32,secondary,2285,yes,no,2,0,unknown,0
29,secondary,22171,yes,no,1,3,failure,0
56,tertiary,856,yes,yes,4,7,other,0
19,unknown,1169,no,no,18,0,unknown,0
39,tertiary,3797,no,no,2,0,unknown,0
32,secondary,53,yes,no,1,1,failure,0
43,primary,2519,yes,no,2,9,other,0
32,primary,795,no,no,3,0,unknown,0
53,secondary,0,yes,yes,2,0,unknown,0
52,secondary,2087,yes,no,1,1,failure,1
43,secondary,34,no,no,1,0,unknown,0
48,secondary,5,no,no,6,0,unknown,0
27,secondary,15,yes,no,3,0,unknown,0
27,tertiary,390,no,no,1,1,success,0
51,unknown,712,no,no,2,0,unknown,0
39,tertiary,2600,yes,no,1,0,unknown,0
33,secondary,-241,yes,yes,1,0,unknown,0
50,primary,1545,yes,no,1,0,unknown,0
59,secondary,1026,no,no,1,0,unknown,1
58,primary,435,yes,no,6,0,unknown,0
54,tertiary,876,no,no,3,3,success,1
60,secondary,1801,no,no,1,0,unknown,0
38,tertiary,2278,yes,yes,1,0,unknown,0
39,unknown,157,yes,no,6,0,unknown,0
40,secondary,1327,yes,yes,2,0,unknown,0
55,primary,284,no,yes,4,0,unknown,0
36,tertiary,495,no,no,3,6,success,1
31,secondary,1588,yes,no,1,0,unknown,0
38,secondary,0,yes,no,2,0,unknown,0
52,secondary,428,yes,no,1,0,unknown,0
45,primary,542,no,no,5,3,other,0
32,primary,66,no,no,1,0,unknown,0
58,secondary,314,no,no,2,0,unknown,0
35,tertiary,24,yes,no,1,2,failure,0
36,tertiary,613,no,no,2,0,unknown,0
55,secondary,1467,no,yes,2,0,unknown,0
45,secondary,192,yes,no,5,1,other,0
49,secondary,321,no,no,3,0,unknown,0
44,secondary,788,yes,no,1,0,unknown,0
37,secondary,48,yes,no,2,0,unknown,0
35,secondary,262,no,no,2,4,success,0
36,secondary,4438,yes,no,1,0,unknown,1
44,secondary,5045,yes,no,6,15,other,0
32,tertiary,3014,yes,no,2,0,unknown,0
56,tertiary,21664,no,no,8,0,unknown,0
32,tertiary,5878,no,no,2,0,unknown,0
35,tertiary,2723,yes,yes,4,0,unknown,0
44,secondary,576,yes,no,3,0,unknown,0
59,primary,0,no,no,2,1,failure,0
31,tertiary,2197,yes,no,3,0,unknown,0
60,unknown,104,yes,no,1,0,unknown,0
33,secondary,1279,yes,no,2,3,success,0
45,secondary,295,yes,no,1,0,unknown,0
45,primary,2128,yes,no,4,0,unknown,0
57,secondary,367,no,no,2,0,unknown,0
36,tertiary,1477,no,no,2,0,unknown,0
30,primary,71,yes,no,6,0,unknown,0
30,secondary,127,yes,no,6,1,other,0
59,secondary,2921,no,no,1,0,unknown,0
58,tertiary,16264,no,no,3,0,unknown,0
49,primary,1672,no,no,3,0,unknown,0
48,tertiary,9207,no,no,3,0,unknown,0
28,tertiary,356,no,no,2,0,unknown,0
59,primary,133,yes,no,1,0,unknown,0
40,tertiary,1217,yes,yes,1,0,unknown,0
32,secondary,202,yes,no,1,1,failure,0
58,secondary,590,no,yes,1,0,unknown,0
28,tertiary,442,no,no,3,3,other,1
27,tertiary,808,yes,no,1,1,other,0
38,tertiary,427,yes,no,3,2,failure,0
53,tertiary,431,yes,no,1,0,unknown,0
60,tertiary,4256,yes,no,3,1,other,1
33,tertiary,0,yes,yes,8,0,unknown,0
52,secondary,238,yes,no,1,5,other,0
64,tertiary,846,no,no,1,3,failure,1
40,secondary,3,no,no,1,0,unknown,1
52,secondary,693,no,no,1,0,unknown,0
28,secondary,0,yes,no,3,0,unknown,0
49,secondary,362,yes,no,2,0,unknown,0
28,secondary,618,yes,no,1,0,unknown,0
29,tertiary,2893,yes,no,1,0,unknown,0
87,primary,230,no,no,1,0,unknown,1
37,secondary,1287,yes,no,1,0,unknown,0
36,primary,179,no,no,1,0,unknown,0
35,tertiary,980,no,no,2,6,failure,0
33,tertiary,79,yes,no,2,2,failure,1
60,secondary,3043,no,no,3,0,unknown,0
25,tertiary,808,no,no,2,2,failure,1
69,secondary,745,no,no,1,0,unknown,0
41,secondary,1309,no,no,4,0,unknown,0
48,secondary,290,yes,no,2,0,unknown,0
35,primary,1792,yes,no,6,0,unknown,1
30,secondary,178,yes,no,5,0,unknown,0
59,tertiary,0,no,no,4,0,unknown,0
32,tertiary,537,no,no,3,0,unknown,0
28,secondary,416,yes,no,2,0,unknown,0
60,primary,1472,no,no,4,0,unknown,0
36,primary,3953,yes,no,1,0,unknown,0
32,tertiary,112,yes,no,1,0,unknown,0
34,tertiary,13204,yes,yes,2,0,unknown,0
58,secondary,0,no,yes,5,0,unknown,0
53,unknown,2240,yes,no,2,1,success,1
31,tertiary,22546,yes,no,6,4,failure,0
33,secondary,0,yes,no,7,0,unknown,1
46,primary,23,no,no,1,0,unknown,0
29,secondary,228,yes,no,8,9,failure,0
37,secondary,215,yes,no,1,0,unknown,0
58,primary,23,yes,no,6,0,unknown,0
34,secondary,293,yes,no,3,0,unknown,0
34,secondary,0,no,yes,1,0,unknown,0
49,primary,199,no,no,2,0,unknown,0
53,secondary,459,no,no,1,0,unknown,1
42,secondary,8131,yes,no,1,0,unknown,0
40,secondary,-378,yes,yes,1,6,failure,0
30,primary,395,no,no,1,0,unknown,0
31,secondary,10787,yes,no,2,0,unknown,0
55,secondary,865,yes,no,1,3,failure,0
36,tertiary,340,yes,no,2,0,unknown,0
31,secondary,1882,no,no,2,0,unknown,0
26,tertiary,265,no,no,2,0,unknown,0
31,secondary,389,yes,no,1,2,failure,0
49,secondary,0,yes,yes,7,0,unknown,0
54,tertiary,384,yes,no,7,0,unknown,0
47,tertiary,94,yes,no,19,0,unknown,0
61,secondary,1471,no,no,2,0,unknown,0
49,primary,937,yes,no,1,0,unknown,0
51,secondary,500,yes,no,6,0,unknown,0
53,primary,25,yes,no,3,0,unknown,0
35,tertiary,365,no,no,2,0,unknown,0
25,secondary,34,no,yes,1,0,unknown,0
79,primary,429,no,no,2,0,unknown,1
53,primary,6839,yes,no,1,0,unknown,0
21,secondary,6,no,no,1,0,unknown,0
33,secondary,467,yes,no,2,0,unknown,0
40,secondary,1876,no,yes,1,0,unknown,0
34,secondary,1847,yes,no,3,6,failure,0
52,primary,247,no,no,6,0,unknown,0
27,secondary,897,no,no,1,0,unknown,1
57,secondary,4664,no,no,4,1,failure,0
51,secondary,1291,yes,no,2,0,unknown,0
31,tertiary,64,no,no,1,2,success,0
49,tertiary,-471,yes,no,3,7,failure,0
32,tertiary,1160,yes,yes,2,0,unknown,0
28,tertiary,14,no,no,1,0,unknown,0
33,secondary,26,yes,no,3,1,other,0
50,unknown,452,no,no,2,0,unknown,0
42,secondary,382,yes,no,1,0,unknown,0
45,unknown,2033,no,no,1,4,failure,0
34,secondary,0,yes,no,1,0,unknown,0
56,unknown,789,yes,no,1,2,failure,0
33,secondary,142,yes,no,1,3,other,0
34,secondary,645,yes,no,1,0,unknown,0
37,unknown,897,yes,no,2,2,failure,0
37,secondary,103,yes,no,1,0,unknown,0
35,secondary,847,yes,no,2,0,unknown,0
38,tertiary,0,no,no,3,3,success,1
32,secondary,517,yes,no,1,0,unknown,0
52,tertiary,1308,yes,no,1,0,unknown,0
49,secondary,66,yes,yes,4,0,unknown,0
46,secondary,361,yes,no,7,0,unknown,0
42,primary,66,yes,yes,1,0,unknown,0
36,unknown,70,yes,no,4,0,unknown,0
32,secondary,180,yes,no,2,0,unknown,0
49,tertiary,279,yes,no,4,0,unknown,0
46,secondary,4,no,no,1,5,other,1
40,secondary,1416,yes,no,2,0,unknown,0
36,secondary,465,yes,no,1,0,unknown,0
36,secondary,998,yes,no,2,0,unknown,0
34,secondary,550,no,yes,1,0,unknown,0
46,tertiary,1285,yes,no,1,0,unknown,0
32,tertiary,4908,no,yes,2,0,unknown,0
32,tertiary,336,yes,no,1,0,unknown,0
32,tertiary,131,no,no,3,0,unknown,0
43,tertiary,348,no,yes,3,0,unknown,0
25,tertiary,453,yes,no,1,0,unknown,0
55,secondary,1102,yes,no,2,0,unknown,0
24,secondary,926,yes,yes,1,0,unknown,0
40,tertiary,502,yes,no,4,3,other,0
38,tertiary,8669,yes,no,3,6,failure,0
48,primary,316,no,no,2,0,unknown,0
36,tertiary,9324,yes,no,8,0,unknown,0
57,tertiary,0,no,no,4,0,unknown,0
45,secondary,72,yes,yes,2,2,failure,0
33,tertiary,61,no,no,3,0,unknown,1
38,secondary,173,no,no,4,0,unknown,0
26,secondary,-162,yes,no,2,0,unknown,0
30,tertiary,47,no,yes,17,0,unknown,0
55,tertiary,1983,yes,no,1,0,unknown,0
34,secondary,326,yes,yes,2,0,unknown,0
60,secondary,2552,no,yes,2,4,other,0
36,tertiary,1283,no,no,5,0,unknown,0
65,primary,2179,yes,no,7,0,unknown,0
39,tertiary,1047,no,no,1,0,unknown,1
52,primary,36,no,no,2,0,unknown,0
55,secondary,-308,no,no,1,0,unknown,1
26,tertiary,1177,no,no,1,0,unknown,0
40,primary,2077,yes,no,1,24,other,0
52,secondary,0,no,no,2,0,unknown,0
29,tertiary,1,no,no,3,0,unknown,0
41,primary,7735,yes,no,1,1,failure,0
30,tertiary,1922,yes,no,1,0,unknown,0
28,secondary,153,no,no,2,0,unknown,1
26,secondary,2770,yes,no,1,0,unknown,0
58,secondary,139,no,no,1,2,other,0
29,tertiary,21,yes,no,4,3,failure,0
48,secondary,178,yes,no,4,0,unknown,0
35,secondary,444,yes,no,3,0,unknown,0
26,secondary,209,yes,no,2,0,unknown,0
49,unknown,3096,no,no,2,0,unknown,0
34,secondary,5320,no,no,6,5,other,0
32,secondary,4885,yes,yes,2,0,unknown,0
31,secondary,0,yes,yes,3,0,unknown,0
48,primary,5462,no,no,4,0,unknown,0
40,secondary,6767,yes,no,2,0,unknown,0
42,secondary,2974,yes,no,5,0,unknown,0
48,secondary,427,no,no,1,0,unknown,0
38,secondary,8876,no,no,1,1,failure,0
53,tertiary,146,no,no,1,0,unknown,0
59,secondary,319,no,no,1,0,unknown,0
28,secondary,304,no,no,1,0,unknown,0
41,primary,389,yes,no,2,0,unknown,0
50,primary,766,no,no,2,0,unknown,0
31,secondary,0,yes,no,5,0,unknown,0
30,secondary,3107,yes,no,2,0,unknown,0
59,secondary,174,yes,no,1,0,unknown,0
33,secondary,-305,no,yes,1,0,unknown,0
35,secondary,670,no,no,1,0,unknown,0
30,tertiary,6164,yes,no,11,0,unknown,0
71,secondary,2850,no,no,1,0,unknown,1
30,primary,79,yes,no,1,0,unknown,0
24,secondary,110,yes,no,1,0,unknown,0
34,secondary,5039,no,no,6,0,unknown,0
34,secondary,360,yes,no,1,2,failure,0
52,secondary,199,no,no,2,1,other,0
33,secondary,238,yes,yes,5,0,unknown,0
38,secondary,5092,yes,no,6,0,unknown,0
41,secondary,1088,yes,no,1,0,unknown,0
42,tertiary,221,yes,no,2,0,unknown,0
38,secondary,889,no,yes,1,0,unknown,0
48,primary,750,yes,no,6,0,unknown,0
34,secondary,0,yes,yes,1,0,unknown,0
46,primary,1291,yes,no,3,17,failure,0
