Selected,LoanNr_ChkDgt,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,DisbursementDate,DisbursementGross,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
0,2246055005,531210,17195,2007,60,2,2.0,0,2,0,1,17225.0,19300,0,19300,9650,1,0,0.5,0,1800,19025.0,0
0,2250255009,531210,17197,2007,64,5,2.0,0,5,0,1,17225.0,65000,50000,50000,25000,1,0,0.5,0,1920,19145.0,1
0,2250565008,531320,17197,2007,84,1,1.0,0,1,0,1,17256.0,50000,0,50000,25000,0,0,0.5,0,2520,19776.0,0
0,2251455001,532490,17197,2007,69,1,1.0,3,1,0,1,17286.0,10000,9049,10000,8500,0,0,0.85,0,2070,19356.0,1
1,2251755008,532230,17197,2007,44,2,1.0,0,2,0,1,17225.0,82500,51274,82500,41250,0,0,0.5,0,1320,18545.0,1
0,2253426003,531320,17003,2006,73,25,1.0,0,25,1,1,17044.0,20000,19489,20000,10000,0,0,0.5,0,2190,19234.0,1
0,2258535004,531390,17202,2007,65,1,1.0,0,1,0,1,17317.0,101173,44879,50000,25000,0,0,0.5,0,1950,19267.0,1
1,2259186004,532230,17006,2006,60,2,1.0,2,2,1,1,17013.0,100000,0,100000,50000,0,0,0.5,0,1800,18813.0,0
1,2259535006,531210,17202,2007,62,6,1.0,0,6,0,1,17225.0,55000,34500,35000,17500,0,0,0.5,0,1860,19085.0,1
0,2262005001,531210,17203,2007,63,2,1.0,0,2,0,1,17225.0,22543,18954,20000,10000,0,0,0.5,0,1890,19115.0,1
0,2262165003,531320,17203,2007,59,4,1.0,0,4,0,1,17225.0,83323,82500,82500,41250,0,0,0.5,0,1770,18995.0,1
1,2263646003,531320,17007,2006,84,2,1.0,0,2,1,2,17013.0,70460,0,25000,12500,0,0,0.5,0,2520,19533.0,0
0,2264245007,531320,17204,2007,57,1,1.0,0,1,0,1,17225.0,69000,34450,35000,17500,0,0,0.5,0,1710,18935.0,1
0,2265505004,531210,17205,2007,49,1,1.0,0,1,0,1,17256.0,100000,59149,100000,50000,0,0,0.5,0,1470,18726.0,1
1,2266465007,532299,17205,2007,84,16,1.0,0,16,0,1,17225.0,37500,0,25000,12500,0,0,0.5,0,2520,19745.0,0
0,2269646004,531210,17009,2006,275,16,1.0,5,16,68905,2,17044.0,240000,156200,240000,180000,0,1,0.75,0,8250,25294.0,1
1,2269676002,531210,17009,2006,88,16,1.0,5,16,68905,2,17044.0,160000,149780,160000,120000,0,0,0.75,0,2640,19684.0,1
0,2270186005,531210,17009,2006,240,50,1.0,15,0,1,1,17085.0,341000,0,341000,341000,0,1,1.0,0,7200,24285.0,0
1,2271146006,531210,17009,2006,273,16,1.0,5,16,68905,2,17044.0,120000,23199,120000,90000,0,1,0.75,0,8190,25234.0,1
1,2273165009,531311,17210,2007,69,2,1.0,0,2,0,1,17317.0,100000,49021,50000,25000,0,0,0.5,0,2070,19387.0,1
0,2273716004,532230,17010,2006,60,2,1.0,0,2,1,1,17074.0,104000,0,104000,41600,0,0,0.4,0,1800,18874.0,0
1,2279325010,531210,17212,2007,26,1,1.0,5,6,0,1,17225.0,55000,32999,75000,37500,0,0,0.5,1,780,18005.0,1
1,2280915007,532299,17212,2007,84,1,2.0,1,0,0,1,17225.0,10000,0,10000,8500,1,0,0.85,0,2520,19745.0,0
1,2281095001,531210,17213,2007,35,1,1.0,0,1,0,1,17225.0,17924,10392,12000,6000,0,0,0.5,0,1050,18275.0,1
0,2287155007,531210,17218,2007,45,1,1.0,2,1,0,1,17317.0,77149,4763,25000,12500,0,0,0.5,0,1350,18667.0,1
1,2291736003,531210,17015,2006,240,16,1.0,15,0,1,1,17120.0,580000,0,580000,580000,0,1,1.0,0,7200,24320.0,0
0,2292085004,531210,17219,2007,60,2,1.0,1,2,0,1,17256.0,78000,50000,50000,25000,0,0,0.5,0,1800,19056.0,1
0,2293315003,531390,17219,2007,84,3,2.0,0,3,0,1,17256.0,5000,0,5000,2500,1,0,0.5,0,2520,19776.0,0
0,2296735006,531210,17223,2007,111,6,2.0,0,6,0,1,17256.0,35331,0,35000,17500,1,0,0.5,0,3330,20586.0,0
1,2299724002,531210,14124,1998,84,7,1.0,0,0,1,0,14213.0,30000,0,30000,24000,0,0,0.8,0,2520,16733.0,0
0,2300445006,531320,17224,2007,62,2,1.0,0,2,0,1,17225.0,59764,49986,50000,25000,0,0,0.5,0,1860,19085.0,1
1,2300945003,531210,17224,2007,268,14,1.0,0,14,0,1,17256.0,481500,351877,481500,361125,0,1,0.75,0,8040,25296.0,1
0,2302585006,531210,17225,2007,68,1,1.0,0,1,0,1,17256.0,50000,46714,50000,25000,0,0,0.5,0,2040,19296.0,1
1,2304705009,531210,17225,2007,84,12,1.0,0,12,0,1,17347.0,47000,0,35000,17500,0,0,0.5,0,2520,19867.0,0
1,2305395003,531390,17226,2007,63,2,1.0,0,2,0,1,17317.0,49546,44750,45000,22500,0,0,0.5,0,1890,19207.0,1
1,2305614001,532111,14126,1998,120,5,1.0,0,0,1,0,14183.0,300000,0,300000,225000,0,0,0.75,1,3600,17783.0,0
1,2307626000,531210,17020,2006,48,1,1.0,0,1,1,2,17044.0,74093,23961,25000,12500,0,0,0.5,0,1440,18484.0,1
0,2311324004,532230,14131,1998,12,2,1.0,0,0,1,0,14244.0,25000,10954,25000,12500,0,0,0.5,0,360,14604.0,1
1,2312265008,531210,17230,2007,84,4,1.0,1,4,0,1,17286.0,30000,0,20000,10000,0,0,0.5,0,2520,19806.0,0
1,2315635007,532412,17231,2007,120,2,2.0,1,2,0,1,17256.0,300000,0,300000,225000,1,0,0.75,0,3600,20856.0,0
1,2316745007,531210,17232,2007,59,15,1.0,0,15,0,1,17256.0,50000,50000,50000,25000,0,0,0.5,0,1770,19026.0,1
0,2317654010,532490,14133,1998,300,1,1.0,0,0,1,0,14152.0,134000,0,134000,100500,0,1,0.75,0,9000,23152.0,0
1,2318865001,531390,17233,2007,55,5,1.0,1,5,0,1,17256.0,100000,80455,100000,50000,0,0,0.5,0,1650,18906.0,1
0,2319515003,532299,17233,2007,84,1,1.0,1,1,0,1,17256.0,25000,0,25000,21250,0,0,0.85,0,2520,19776.0,0
0,2319666009,532490,17023,2006,84,4,2.0,0,4,1,1,17044.0,60401,0,25000,12500,1,0,0.5,0,2520,19564.0,0
0,2323985007,531210,17237,2007,62,16,1.0,0,16,0,1,17286.0,15000,15000,15000,7500,0,0,0.5,0,1860,19146.0,1
1,2333175004,531210,17240,2007,84,1,1.0,0,1,0,1,17256.0,20500,0,15000,7500,0,0,0.5,0,2520,19776.0,0
0,2334726001,531210,17029,2006,240,15,1.0,5,0,1,1,17085.0,286000,0,286000,286000,0,1,1.0,0,7200,24285.0,0
0,2337565000,531320,17241,2007,61,2,1.0,0,2,0,1,17286.0,16972,9972,12000,6000,0,0,0.5,0,1830,19116.0,1
1,2343654003,532230,14144,1998,120,2,1.0,0,0,1,0,14152.0,100000,0,100000,80000,0,0,0.8,1,3600,17752.0,0
1,2343775000,531210,17246,2007,55,2,2.0,0,2,0,1,17286.0,22000,10220,12000,6000,1,0,0.5,0,1650,18936.0,1
0,2345976001,531210,17034,2006,240,5,2.0,30,0,1,1,17148.0,165000,0,165000,165000,1,1,1.0,0,7200,24348.0,0
1,2346865009,531311,17247,2007,61,1,2.0,0,1,0,1,17409.0,38000,34000,35000,17500,1,0,0.5,0,1830,19239.0,1
0,2348216002,531210,17035,2006,240,7,1.0,4,0,1,1,17267.0,724000,0,724000,724000,0,1,1.0,0,7200,24467.0,0
1,2351984008,531210,14147,1998,84,25,1.0,0,0,1,0,14213.0,32900,0,32900,16450,0,0,0.5,0,2520,16733.0,0
1,2352695002,532220,17250,2007,101,3,1.0,2,3,0,1,17256.0,200000,183829,200000,150000,0,0,0.75,0,3030,20286.0,1
1,2354195009,531210,17251,2007,30,1,1.0,0,1,0,1,17256.0,24796,5716,10000,5000,0,0,0.5,0,900,18156.0,1
1,2358446005,531390,17037,2006,49,3,1.0,2,5,1,1,17074.0,14994,9989,10000,5000,0,0,0.5,0,1470,18544.0,1
1,2358795009,532111,17252,2007,43,7,1.0,0,7,0,1,17409.0,40000,19313,20000,10000,0,0,0.5,0,1290,18699.0,1
1,2359235007,531390,17253,2007,84,2,1.0,1,2,0,1,17317.0,100000,0,100000,50000,0,0,0.5,0,2520,19837.0,0
0,2359466002,531210,17038,2006,37,1,1.0,0,1,1,1,17074.0,95209,49645,50000,25000,0,0,0.5,0,1110,18184.0,1
0,2362456000,532210,17038,2006,240,5,1.0,5,0,1,1,17148.0,371000,0,371000,371000,0,1,1.0,0,7200,24348.0,0
0,2362985010,531130,17254,2007,63,12,1.0,2,14,0,1,17286.0,85125,45507,50000,25000,0,0,0.5,0,1890,19176.0,1
1,2364154005,531120,14152,1998,276,3,1.0,0,0,1,0,14213.0,970000,0,1050000,749994,0,1,0.71428,0,8280,22493.0,0
0,2365985005,531210,17255,2007,32,2,1.0,0,2,0,1,17286.0,49700,20755,25000,12500,0,0,0.5,0,960,18246.0,1
1,2369886003,531210,17042,2006,240,7,1.0,2,0,1,1,17239.0,598000,0,598000,598000,0,1,1.0,0,7200,24439.0,0
0,2372955005,531110,17260,2007,35,3,1.0,1,3,0,1,17378.0,116738,50000,50000,25000,0,0,0.5,0,1050,18428.0,1
1,2373056004,531210,17043,2006,240,7,1.0,7,0,1,1,17239.0,1003000,0,1003000,1003000,0,1,1.0,0,7200,24439.0,0
0,2373156010,531210,17043,2006,257,2,1.0,0,2,1,1,17074.0,676500,405890,716300,537225,0,1,0.75,0,7710,24784.0,1
0,2373246002,531390,17043,2006,51,1,1.0,0,0,1,1,17135.0,14002,4954,5000,2500,0,0,0.5,0,1530,18665.0,1
0,2373455010,531210,17260,2007,68,20,1.0,50,20,0,1,17286.0,100000,92524,100000,50000,0,0,0.5,0,2040,19326.0,1
0,2376226002,531120,17044,2006,240,1,1.0,26,0,1,1,18065.0,1836000,0,1836000,1836000,0,1,1.0,0,7200,25265.0,0
1,2376536001,531120,17044,2006,240,6,2.0,8,6,1,1,17120.0,1386000,0,1386000,1386000,1,1,1.0,0,7200,24320.0,0
1,2378145010,531312,17261,2007,300,4,1.0,1,3,0,1,17286.0,1329000,0,1329000,996750,0,1,0.75,0,9000,26286.0,0
1,2378185000,531312,17261,2007,300,4,1.0,1,3,0,1,17286.0,120000,0,120000,90000,0,1,0.75,0,9000,26286.0,0
1,2385105007,531210,17266,2007,83,2,1.0,1,2,0,1,17286.0,25000,24221,25000,21250,0,0,0.85,0,2490,19776.0,1
0,2388605010,531210,17267,2007,68,5,1.0,0,5,0,1,17286.0,57000,50000,50000,25000,0,0,0.5,0,2040,19326.0,1
1,2390855003,532230,17268,2007,82,1,2.0,0,1,0,1,17286.0,25000,20689,25000,21250,1,0,0.85,0,2460,19746.0,1
0,2399346006,531210,17055,2006,240,140,1.0,45,0,68060,1,17456.0,764000,0,893000,893000,0,1,1.0,0,7200,24656.0,0
0,2400215004,531210,17274,2007,84,2,1.0,0,2,0,1,17286.0,73750,0,35000,17500,0,0,0.5,0,2520,19806.0,0
0,2400475001,531311,17274,2007,43,4,1.0,0,4,0,1,17286.0,35000,35000,35000,17500,0,0,0.5,0,1290,18576.0,1
1,2400505008,531311,17274,2007,69,3,1.0,0,3,0,1,17286.0,55000,34421,55000,27500,0,0,0.5,0,2070,19356.0,1
1,2402185001,532210,17274,2007,60,1,2.0,1,1,0,1,17347.0,149800,78098,149800,127330,1,0,0.85,0,1800,19147.0,1
1,2406175006,531311,17276,2007,72,2,1.0,0,2,0,1,17286.0,47000,35000,35000,17500,0,0,0.5,0,2160,19446.0,1
1,2407895001,531210,17276,2007,84,1,1.0,0,1,0,2,17591.0,52808,0,20000,10000,0,0,0.5,0,2520,20111.0,0
1,2410385002,531390,17279,2007,84,1,1.0,0,1,0,1,17317.0,125347,0,50000,25000,0,0,0.5,0,2520,19837.0,0
0,2410876003,531120,17058,2006,36,6,1.0,3,9,1,1,17197.0,150000,0,150000,75000,0,0,0.5,0,1080,18277.0,0
0,2411315005,531320,17280,2007,71,1,1.0,1,1,0,1,17317.0,25000,23709,25000,12500,0,0,0.5,0,2130,19447.0,1
1,2414736004,531210,17059,2006,72,2,1.0,0,2,1,2,17744.0,101508,48842,50000,25000,0,0,0.5,0,2160,19904.0,1
1,2415616005,531210,17059,2006,38,8,1.0,0,8,1,2,17074.0,118150,44959,45000,22500,0,0,0.5,0,1140,18214.0,1
1,2418236004,531120,17062,2006,84,5,1.0,9,5,1,1,17105.0,170000,0,170000,127500,0,0,0.75,0,2520,19625.0,0
1,2422545010,531210,17283,2007,84,1,1.0,0,1,0,1,17317.0,30000,0,25000,12500,0,0,0.5,0,2520,19837.0,0
1,2426025004,531210,17287,2007,70,10,1.0,1,10,0,1,17378.0,100390,47648,50000,25000,0,0,0.5,0,2100,19478.0,1
0,2427325002,531120,17287,2007,74,1,2.0,0,4,0,2,17317.0,493800,493800,493800,370350,1,0,0.75,0,2220,19537.0,1
0,2428016001,532299,17065,2006,84,5,1.0,1,6,1,1,17197.0,129783,0,35000,17500,0,0,0.5,0,2520,19717.0,0
0,2428526001,531210,17065,2006,243,11,1.0,7,4,1,1,17135.0,882000,219484,882000,661500,0,1,0.75,0,7290,24425.0,1
1,2428925007,532230,17288,2007,61,5,2.0,0,5,0,1,17317.0,25000,21189,25000,12500,1,0,0.5,0,1830,19147.0,1
1,2430275001,531210,17288,2007,68,1,1.0,0,1,0,1,17317.0,10000,9800,10000,5000,0,0,0.5,0,2040,19357.0,1
0,2430295007,531210,17288,2007,84,1,2.0,0,1,0,1,17317.0,5000,0,5000,2500,1,0,0.5,0,2520,19837.0,0
1,2431515003,531390,17288,2007,84,4,2.0,0,4,0,1,17347.0,8500,0,4500,2250,1,0,0.5,0,2520,19867.0,0
1,2432395006,532120,17289,2007,31,1,2.0,0,1,0,2,17317.0,11987,6400,8000,4000,1,0,0.5,0,930,18247.0,1
0,2432396002,531210,17066,2006,289,5,1.0,2,5,68905,1,17105.0,1480000,776318,1493000,1119750,0,1,0.75,0,8670,25775.0,1
1,2432455000,531210,17289,2007,55,9,1.0,0,9,0,1,17317.0,67328,34656,50000,25000,0,0,0.5,0,1650,18967.0,1
1,2435325002,531390,17290,2007,68,3,1.0,0,3,0,1,17317.0,72676,49912,50000,25000,0,0,0.5,0,2040,19357.0,1
0,2435796010,531390,17069,2006,59,6,1.0,3,6,1,1,17105.0,109495,83771,100000,50000,0,0,0.5,0,1770,18875.0,1
1,2437735000,531210,17293,2007,74,13,1.0,3,13,0,1,17317.0,35000,34953,35000,17500,0,0,0.5,0,2220,19537.0,1
0,2439566008,532292,17071,2006,55,7,1.0,0,7,1,1,17105.0,55550,47876,50000,25000,0,0,0.5,0,1650,18755.0,1
0,2439925002,531311,17293,2007,84,2,1.0,0,2,0,1,17317.0,50000,0,50000,25000,0,0,0.5,0,2520,19837.0,0
1,2440006001,531210,17071,2006,297,15,1.0,0,0,1,2,17135.0,271900,208072,271900,203925,0,1,0.75,0,8910,26045.0,1
0,2440445008,531320,17294,2007,23,3,1.0,0,3,0,1,17347.0,45776,17809,20000,10000,0,0,0.5,1,690,18037.0,1
1,2443385009,531390,17295,2007,51,1,1.0,0,1,0,1,17409.0,135269,50000,50000,25000,0,0,0.5,0,1530,18939.0,1
0,2443805004,531210,17295,2007,64,56,1.0,0,56,0,1,17317.0,35000,35000,35000,17500,0,0,0.5,0,1920,19237.0,1
1,2444265010,531210,17295,2007,71,3,1.0,0,3,0,1,17347.0,30000,29998,30000,15000,0,0,0.5,0,2130,19477.0,1
1,2446015009,531210,17295,2007,84,3,2.0,0,3,0,1,17317.0,5000,0,5000,2500,1,0,0.5,0,2520,19837.0,0
0,2452336003,531320,17076,2007,287,6,1.0,0,6,1,1,17135.0,658000,388255,658000,493500,0,1,0.75,0,8610,25745.0,1
0,2452685007,532310,17300,2007,84,1,1.0,0,1,0,1,17317.0,15382,0,8000,4000,0,0,0.5,0,2520,19837.0,0
1,2453225000,531210,17300,2007,84,4,1.0,0,4,0,1,17347.0,50000,0,50000,25000,0,0,0.5,0,2520,19867.0,0
0,2454026008,531320,17077,2007,287,6,1.0,0,6,1,1,17135.0,85000,83522,120500,90375,0,1,0.75,0,8610,25745.0,1
1,2454596004,531311,17078,2007,58,7,1.0,0,7,1,2,17105.0,64696,49468,50000,25000,0,0,0.5,0,1740,18845.0,1
0,2455395009,531210,17301,2007,40,0,2.0,0,0,0,1,17317.0,15000,9662,15000,12750,1,0,0.85,0,1200,18517.0,0
0,2455715009,531390,17301,2007,63,1,2.0,0,1,0,1,17317.0,11000,6000,6000,3000,1,0,0.5,0,1890,19207.0,1
0,2455866004,531390,17078,2007,84,1,2.0,0,1,1,1,17105.0,20100,0,10000,5000,1,0,0.5,0,2520,19625.0,0
0,2456296001,531210,17078,2007,98,2,2.0,2,2,28233,1,17225.0,251000,140529,251000,188250,1,0,0.75,0,2940,20165.0,1
0,2456356006,532310,17078,2007,120,8,1.0,0,8,1,1,17135.0,300000,0,300000,225000,0,0,0.75,0,3600,20735.0,0
1,2456396007,531210,17078,2007,240,18,1.0,4,0,1,1,17239.0,146000,0,180000,180000,0,1,1.0,0,7200,24439.0,0
1,2461005004,531320,17303,2007,84,3,1.0,1,4,0,1,17439.0,93800,0,25000,12500,0,0,0.5,0,2520,19959.0,0
1,2461385002,531312,17303,2007,19,1,1.0,0,1,0,1,17317.0,32321,10283,15000,7500,0,0,0.5,1,570,17887.0,1
1,2463105003,531210,17303,2007,68,1,1.0,0,1,0,1,17317.0,30000,30000,30000,15000,0,0,0.5,0,2040,19357.0,1
0,2464195010,531210,17304,2007,59,2,2.0,0,2,0,1,17347.0,52500,35000,35000,17500,1,0,0.5,0,1770,19117.0,1
0,2465545010,531210,17304,2007,45,6,1.0,0,6,0,1,17317.0,51500,33000,35000,17500,0,0,0.5,0,1350,18667.0,1
0,2468084002,532112,14194,1999,108,3,1.0,0,0,1,0,14244.0,76000,0,76000,60800,0,0,0.8,0,3240,17484.0,0
1,2469195009,531320,17308,2007,84,1,1.0,0,1,0,1,17347.0,58372,0,30000,15000,0,0,0.5,0,2520,19867.0,0
0,2470016005,531210,17087,2007,275,2,1.0,0,2,1,1,17105.0,612000,334176,612000,459000,0,1,0.75,0,8250,25355.0,1
0,2479345010,531390,17311,2007,64,15,1.0,2,15,0,1,17347.0,14500,9800,10000,5000,0,0,0.5,0,1920,19267.0,1
1,2479805006,531210,17311,2007,45,20,1.0,20,40,0,1,17347.0,227232,88462,90000,45000,0,0,0.5,0,1350,18697.0,1
0,2480096000,532412,17092,2007,240,36,1.0,4,36,1,1,17183.0,804000,0,804000,804000,0,1,1.0,0,7200,24383.0,0
1,2480875002,532230,17315,2007,36,2,1.0,0,2,0,1,17317.0,15000,8296,15000,12750,0,0,0.85,0,1080,18397.0,1
1,2481565005,531210,17315,2007,90,2,1.0,0,2,0,1,17347.0,25000,22592,25000,21250,0,0,0.85,0,2700,20047.0,1
0,2485276005,531210,17094,2007,291,1,1.0,0,1,1,1,17135.0,540000,205202,540000,405000,0,1,0.75,0,8730,25865.0,1
1,2490014010,532230,14200,1999,84,5,1.0,0,5,1,0,14244.0,326000,0,326000,244500,0,0,0.75,0,2520,16764.0,0
0,2491506009,531210,17099,2007,288,3,1.0,2,5,1,1,17135.0,534200,0,534200,400650,0,1,0.75,0,8640,25775.0,0
1,2491755007,531210,17321,2007,47,6,1.0,0,6,0,1,17347.0,75015,29776,30000,15000,0,0,0.5,0,1410,18757.0,1
1,2496695001,532230,17322,2007,93,2,1.0,0,2,0,1,17347.0,200000,189555,200000,100000,0,0,0.5,0,2790,20137.0,1
0,2497675008,531210,17323,2007,71,10,2.0,0,10,0,1,17347.0,35000,35000,35000,17500,1,0,0.5,0,2130,19477.0,1
0,2497875009,531210,17323,2007,120,0,2.0,11,11,69149,1,17347.0,350000,0,350000,262500,1,0,0.75,0,3600,20947.0,0
1,2498516004,532230,17101,2007,60,5,1.0,0,5,1,1,17135.0,80000,0,80000,40000,0,0,0.5,0,1800,18935.0,0
1,2498586003,531390,17101,2007,56,2,1.0,0,2,1,1,17135.0,34307,23509,25000,12500,0,0,0.5,0,1680,18815.0,1
0,2498946004,531210,17101,2007,12,2,2.0,2,4,1,2,17135.0,43550,0,25000,12500,1,0,0.5,0,360,17495.0,0
0,2500115006,531210,17324,2007,48,8,1.0,0,8,0,1,17347.0,72150,34300,35000,17500,0,0,0.5,0,1440,18787.0,1
1,2500155007,531210,17324,2007,69,6,1.0,0,6,0,1,17347.0,35000,35000,35000,17500,0,0,0.5,0,2070,19417.0,1
0,2505476004,531210,17106,2007,240,10,1.0,7,10,1,1,17239.0,234000,0,234000,234000,0,1,1.0,0,7200,24439.0,0
0,2507735007,531320,17328,2007,58,1,1.0,0,1,0,1,17347.0,41711,16950,20000,10000,0,0,0.5,0,1740,19087.0,1
1,2507855008,531210,17328,2007,70,9,1.0,1,9,0,1,17347.0,65000,40000,40000,20000,0,0,0.5,0,2100,19447.0,1
1,2510496004,531311,17108,2007,63,3,1.0,0,3,1,2,17135.0,102088,49671,50000,25000,0,0,0.5,0,1890,19025.0,1
1,2510726001,532291,17108,2007,65,3,1.0,0,3,1,1,17135.0,50000,49166,50000,25000,0,0,0.5,0,1950,19085.0,1
1,2511455009,531390,17330,2007,59,4,1.0,0,4,0,1,17347.0,80000,50000,50000,25000,0,0,0.5,0,1770,19117.0,1
0,2511565007,531210,17330,2007,69,2,1.0,0,2,0,1,17378.0,25000,23212,25000,12500,0,0,0.5,0,2070,19448.0,1
0,2514106000,531210,17111,2007,72,9,1.0,0,9,1,1,17135.0,49190,0,25000,12500,0,0,0.5,0,2160,19295.0,0
1,2516895000,532291,17331,2007,84,24,1.0,0,24,0,1,17347.0,385024,0,150000,75000,0,0,0.5,0,2520,19867.0,0
0,2518106008,531210,17113,2007,240,65,1.0,35,65,1,1,17267.0,1620000,0,1620000,1620000,0,1,1.0,0,7200,24467.0,0
0,2518176007,531312,17113,2007,59,8,1.0,4,8,1,2,17135.0,158329,46135,50000,25000,0,0,0.5,0,1770,18905.0,1
1,2518415000,531210,17332,2007,63,10,1.0,0,10,0,1,17378.0,70000,50000,50000,25000,0,0,0.5,0,1890,19268.0,1
0,2520155004,531210,17332,2007,48,2,1.0,1,3,0,1,17378.0,64391,21412,30000,15000,0,0,0.5,0,1440,18818.0,1
1,2523155010,531210,17335,2007,69,10,1.0,0,10,0,1,17347.0,189000,100000,100000,50000,0,0,0.5,0,2070,19417.0,1
0,2527386002,531210,17119,2007,240,2,1.0,2,0,1,1,17239.0,883000,0,883000,883000,0,1,1.0,0,7200,24439.0,0
1,2527406006,531210,17119,2007,240,7,1.0,20,0,1,1,17183.0,848000,0,848000,848000,0,1,1.0,0,7200,24383.0,0
0,2527656000,531210,17120,2007,51,6,1.0,0,6,1,2,17135.0,63780,24567,30000,15000,0,0,0.5,0,1530,18665.0,1
1,2528996010,531312,17120,2007,235,1,1.0,0,1,1,1,17135.0,1060000,642404,1060000,795000,0,0,0.75,0,7050,24185.0,1
1,2532505010,531210,17339,2007,59,8,1.0,0,8,0,1,17378.0,135151,98151,100000,50000,0,0,0.5,0,1770,19148.0,1
0,2534265003,531210,17342,2007,84,8,1.0,0,8,0,1,17347.0,35000,0,35000,17500,0,0,0.5,0,2520,19867.0,0
0,2536505007,532230,17342,2007,120,2,1.0,0,2,0,1,17347.0,7500,0,7500,6375,0,0,0.85,0,3600,20947.0,0
0,2536946006,532230,17125,2007,21,2,1.0,2,2,1,1,17166.0,25035,24842,25000,12500,0,0,0.5,1,630,17796.0,1
0,2540136002,531210,17126,2007,62,3,1.0,3,3,37481,2,17135.0,63104,29574,30000,15000,0,0,0.5,0,1860,18995.0,1
1,2540414000,532230,14213,1999,300,7,2.0,0,0,1,0,14303.0,124000,0,124000,93000,1,1,0.75,0,9000,23303.0,0
1,2540455008,531210,17344,2007,84,1,1.0,0,1,0,1,17378.0,15000,0,15000,7500,0,0,0.5,0,2520,19898.0,0
1,2541055008,531210,17344,2007,20,42,1.0,0,42,0,1,17439.0,146560,50000,50000,25000,0,0,0.5,1,600,18039.0,1
0,2541226007,531210,17126,2007,240,1,1.0,11,0,1,1,17302.0,544000,0,544000,544000,0,1,1.0,0,7200,24502.0,0
0,2544785010,532412,17345,2007,22,2,1.0,0,2,0,1,17378.0,50000,17768,50000,25000,0,0,0.5,1,660,18038.0,1
0,2546236009,531210,17129,2007,240,10,1.0,7,10,1,1,17302.0,248000,0,248000,248000,0,1,1.0,0,7200,24502.0,0
0,2546246001,531210,17129,2007,240,10,1.0,7,10,1,1,17302.0,322000,0,322000,322000,0,1,1.0,0,7200,24502.0,0
1,2547626010,531210,17132,2007,54,6,1.0,2,6,1,1,17166.0,62145,34407,35000,17500,0,0,0.5,0,1620,18786.0,1
0,2548525010,532120,17346,2007,69,1,2.0,0,1,0,1,17378.0,27187,11386,15000,7500,1,0,0.5,0,2070,19448.0,1
0,2550395007,531210,17349,2007,84,1,1.0,0,1,0,1,17409.0,64900,0,50000,25000,0,0,0.5,0,2520,19929.0,0
0,2551505005,531390,17350,2007,84,10,1.0,0,10,0,1,17378.0,44700,0,30000,15000,0,0,0.5,0,2520,19898.0,0
1,2552014006,531210,14215,1999,84,1,1.0,2,1,1,0,14303.0,21200,0,40000,20000,0,0,0.5,0,2520,16823.0,0
0,2554946010,531210,17135,2007,70,3,1.0,0,3,1,1,17286.0,19000,9920,10000,5000,0,0,0.5,0,2100,19386.0,1
0,2557076004,531390,17136,2007,84,2,1.0,0,2,1,1,17166.0,85128,0,35000,17500,0,0,0.5,0,2520,19686.0,0
0,2558186004,531210,17136,2007,73,2,1.0,0,2,1,2,17166.0,32914,28579,30000,15000,0,0,0.5,0,2190,19356.0,1
1,2558545009,531390,17354,2007,84,2,2.0,1,3,0,1,17409.0,25500,0,15000,7500,1,0,0.5,0,2520,19929.0,0
0,2559205003,532230,17356,2007,46,2,1.0,0,2,0,1,17562.0,52500,34406,35000,17500,0,0,0.5,0,1380,18942.0,1
0,2560916008,532412,17139,2007,18,11,1.0,1,12,1,2,17197.0,104304,27550,50000,25000,0,0,0.5,1,540,17737.0,1
0,2560966001,531320,17139,2007,32,6,1.0,0,6,1,1,17166.0,139952,45099,50000,25000,0,0,0.5,0,960,18126.0,1
1,2561485005,531210,17357,2007,84,1,1.0,1,1,0,1,17378.0,15000,0,15000,7500,0,0,0.5,0,2520,19898.0,0
0,2563725009,531210,17357,2007,73,1,1.0,0,1,0,1,17378.0,10000,9519,10000,8500,0,0,0.85,0,2190,19568.0,1
1,2563876004,532490,17140,2007,5,2,1.0,0,2,1,1,17286.0,88974,17798,55000,27500,0,0,0.5,0,150,17436.0,1
1,2569476003,531210,17142,2007,240,2,1.0,4,0,1,1,17330.0,157000,0,157000,157000,0,1,1.0,0,7200,24530.0,0
0,2570145010,532230,17359,2007,52,5,1.0,1,1,0,1,17378.0,25000,18011,25000,21250,0,0,0.85,0,1560,18938.0,1
0,2571796004,531210,17143,2007,84,1,1.0,0,1,1,1,17166.0,51918,0,10000,5000,0,0,0.5,0,2520,19686.0,0
1,2572475008,531210,17360,2007,30,1,1.0,0,1,0,1,17378.0,71000,21529,35000,17500,0,0,0.5,0,900,18278.0,1
1,2572666002,531210,17143,2007,32,1,1.0,0,1,1,1,17197.0,25706,9492,10000,5000,0,0,0.5,0,960,18157.0,1
0,2575856006,531390,17147,2007,240,15,1.0,8,0,1,1,17211.0,1124000,0,1124000,1124000,0,1,1.0,0,7200,24411.0,0
