age,education,balance,housing,loan,campaign,previous,poutcome,label
31,secondary,88,yes,yes,2,0,unknown,0
28,secondary,1020,yes,no,1,0,unknown,0
36,tertiary,119,no,no,8,0,unknown,0
51,tertiary,1594,no,no,1,0,unknown,0
46,tertiary,342,yes,yes,1,0,unknown,0
50,secondary,72,no,no,2,0,unknown,0
32,secondary,14,yes,no,1,0,unknown,0
26,tertiary,81,no,no,3,0,unknown,0
41,tertiary,231,no,no,2,0,unknown,1
39,tertiary,1161,yes,no,1,1,failure,0
31,secondary,-45,yes,no,1,0,unknown,0
28,tertiary,231,yes,yes,2,0,unknown,0
31,secondary,36,no,no,2,0,unknown,0
30,tertiary,1570,yes,no,1,0,unknown,0
35,tertiary,7050,no,no,3,4,success,1
33,primary,3704,yes,no,2,0,unknown,0
30,tertiary,6619,yes,no,8,0,unknown,0
32,secondary,-84,yes,no,1,0,unknown,0
40,tertiary,1509,no,no,1,3,failure,0
31,tertiary,1134,no,no,2,0,unknown,0
36,secondary,146,yes,yes,2,0,unknown,0
33,tertiary,9449,yes,no,1,0,unknown,0
57,secondary,374,yes,yes,1,0,unknown,0
45,secondary,88,no,no,2,0,unknown,0
59,tertiary,2764,no,no,1,2,failure,0
30,tertiary,2,yes,yes,8,0,unknown,1
33,tertiary,8023,no,no,1,3,failure,0
52,secondary,289,yes,no,13,0,unknown,0
83,secondary,0,no,no,10,0,unknown,0
58,tertiary,1382,no,no,1,0,unknown,1
33,tertiary,280,no,yes,1,0,unknown,0
41,primary,2195,yes,no,5,0,unknown,0
31,secondary,33,no,no,4,0,unknown,0
35,secondary,275,no,yes,5,0,unknown,0
27,tertiary,703,yes,no,3,0,unknown,1
57,unknown,887,no,no,8,0,unknown,0
56,unknown,0,no,no,2,0,unknown,0
53,secondary,1178,yes,no,2,0,unknown,0
39,tertiary,2763,yes,no,2,0,unknown,1
32,tertiary,890,yes,yes,10,0,unknown,0
46,secondary,548,no,no,4,0,unknown,1
56,tertiary,272,no,no,2,0,unknown,0
46,tertiary,6269,yes,no,3,2,failure,0
29,secondary,178,yes,no,4,0,unknown,0
60,primary,252,yes,yes,2,3,failure,0
33,tertiary,23663,yes,no,2,2,failure,0
27,tertiary,81,no,no,1,3,failure,0
50,tertiary,59,yes,no,2,0,unknown,0
45,secondary,1343,no,yes,1,0,unknown,0
58,secondary,225,no,no,6,0,unknown,0
59,primary,0,yes,no,7,0,unknown,0
58,primary,2538,yes,no,6,0,unknown,0
64,primary,43,no,no,1,1,success,0
47,secondary,57,no,no,1,1,success,0
40,tertiary,-117,yes,no,2,0,unknown,0
36,secondary,666,yes,yes,1,1,other,0
28,tertiary,0,yes,no,5,0,unknown,1
38,tertiary,25,yes,no,2,0,unknown,1
53,primary,1034,yes,no,2,3,other,0
46,secondary,324,yes,no,6,0,unknown,0
54,secondary,0,no,no,1,8,failure,0
32,tertiary,0,no,no,1,0,unknown,0
55,primary,621,no,yes,1,1,failure,0
55,secondary,138,no,no,1,0,unknown,0
56,secondary,4063,no,yes,4,0,unknown,0
40,secondary,11084,no,no,1,0,unknown,0
44,secondary,310,yes,no,1,1,failure,0
32,unknown,73,yes,no,1,1,failure,0
33,tertiary,1808,yes,no,4,0,unknown,0
41,secondary,1281,no,no,3,0,unknown,0
37,secondary,64,yes,no,4,2,other,0
58,tertiary,2,yes,no,3,0,unknown,0
52,secondary,60,no,yes,2,0,unknown,0
49,secondary,133,no,no,6,0,unknown,0
44,primary,3706,no,no,3,0,unknown,0
28,unknown,174,no,no,1,0,unknown,0
31,secondary,251,no,yes,2,0,unknown,0
37,secondary,4153,yes,no,16,0,unknown,0
30,tertiary,985,yes,no,2,0,unknown,0
28,secondary,168,no,no,3,2,success,1
46,secondary,1550,yes,no,2,8,failure,0
47,tertiary,7708,yes,no,5,0,unknown,0
35,primary,-12,yes,no,5,0,unknown,0
80,primary,6483,no,no,1,0,unknown,0
30,tertiary,60,yes,yes,5,0,unknown,0
55,secondary,3339,yes,no,1,0,unknown,0
22,tertiary,1161,no,yes,1,0,unknown,0
33,primary,599,yes,no,1,0,unknown,0
53,unknown,28,no,no,2,0,unknown,0
49,tertiary,1430,no,no,2,0,unknown,0
51,secondary,35,no,yes,4,0,unknown,0
41,tertiary,6000,yes,no,1,0,unknown,0
34,secondary,0,yes,no,1,0,unknown,0
36,secondary,340,no,yes,3,0,unknown,0
35,tertiary,0,no,no,1,4,failure,0
29,secondary,3,yes,no,1,0,unknown,0
40,tertiary,445,yes,no,1,0,unknown,0
32,tertiary,874,no,no,6,0,unknown,1
48,secondary,705,no,no,2,0,unknown,0
59,unknown,1033,no,no,1,0,unknown,1
35,tertiary,1354,yes,no,2,0,unknown,1
33,tertiary,123,no,no,1,0,unknown,0
55,primary,8894,no,no,1,0,unknown,0
41,secondary,429,yes,no,1,0,unknown,0
42,primary,14752,no,no,2,0,unknown,0
46,primary,67,no,no,1,0,unknown,0
35,secondary,39,no,no,2,0,unknown,0
28,tertiary,102,no,no,2,0,unknown,0
25,secondary,1790,no,no,1,3,failure,0
56,tertiary,15311,no,no,6,0,unknown,0
30,secondary,-635,no,no,1,0,unknown,0
45,secondary,115,no,no,4,0,unknown,0
40,tertiary,10786,no,no,3,0,unknown,0
40,secondary,498,yes,no,2,4,failure,0
39,secondary,1045,yes,yes,13,0,unknown,0
48,tertiary,810,no,no,1,0,unknown,0
31,tertiary,-162,yes,no,1,0,unknown,0
32,tertiary,55,no,no,3,0,unknown,0
34,secondary,586,yes,yes,2,0,unknown,0
26,secondary,455,no,no,1,8,other,0
31,tertiary,1010,yes,no,3,9,other,0
37,tertiary,509,yes,no,1,0,unknown,0
29,unknown,2929,no,no,1,0,unknown,0
57,secondary,3071,yes,yes,3,0,unknown,0
47,tertiary,153,yes,no,2,0,unknown,0
38,secondary,1146,yes,no,2,0,unknown,0
48,primary,1092,no,yes,1,8,failure,0
50,tertiary,3463,no,yes,1,0,unknown,1
33,secondary,1158,yes,no,2,0,unknown,0
28,secondary,26,yes,no,2,0,unknown,0
30,secondary,566,no,no,1,0,unknown,0
52,secondary,204,no,no,2,0,unknown,0
36,secondary,480,no,no,1,0,unknown,1
36,secondary,1855,yes,no,1,1,failure,0
46,secondary,1034,no,no,2,0,unknown,0
57,tertiary,3250,no,no,3,0,unknown,0
28,secondary,1633,no,no,1,0,unknown,1
46,secondary,0,yes,no,1,1,other,0
55,primary,3334,no,no,4,0,unknown,1
33,tertiary,4020,yes,yes,1,0,unknown,0
53,secondary,66,no,yes,1,0,unknown,0
41,secondary,-41,yes,yes,1,0,unknown,0
60,secondary,322,yes,no,1,0,unknown,0
35,primary,2643,no,yes,1,0,unknown,0
43,primary,49,yes,no,1,0,unknown,0
57,primary,1,no,no,10,0,unknown,0
46,secondary,3098,yes,no,9,0,unknown,0
31,primary,352,yes,no,9,0,unknown,0
53,secondary,65,no,no,2,0,unknown,0
35,secondary,1949,yes,no,3,0,unknown,0
32,secondary,739,yes,no,3,0,unknown,0
48,tertiary,1167,yes,yes,1,0,unknown,1
50,secondary,231,yes,no,2,0,unknown,0
40,primary,1136,yes,no,1,0,unknown,0
42,tertiary,233,no,no,1,0,unknown,0
59,secondary,817,no,no,1,0,unknown,0
27,primary,1128,yes,no,4,0,unknown,0
32,tertiary,1831,yes,no,2,0,unknown,0
35,secondary,450,yes,no,1,0,unknown,0
28,secondary,0,yes,no,2,8,failure,0
37,secondary,414,no,no,2,4,failure,0
57,primary,1052,yes,no,4,0,unknown,0
42,secondary,1022,yes,no,2,0,unknown,0
55,primary,343,yes,no,3,0,unknown,0
52,tertiary,1944,yes,no,3,2,failure,0
26,secondary,-32,yes,yes,6,0,unknown,0
52,secondary,1781,yes,no,2,0,unknown,0
26,tertiary,350,no,no,1,0,unknown,0
33,secondary,2,yes,no,1,0,unknown,0
24,primary,111,yes,yes,4,0,unknown,0
37,tertiary,168,yes,no,1,0,unknown,0
28,secondary,3,no,no,8,6,failure,0
30,secondary,102,yes,no,2,0,unknown,0
33,primary,0,yes,no,1,0,unknown,0
55,primary,159,no,no,1,0,unknown,0
33,secondary,1134,yes,no,2,0,unknown,0
42,secondary,352,yes,no,3,0,unknown,0
37,tertiary,865,yes,no,1,0,unknown,0
59,primary,179,yes,no,3,0,unknown,0
27,secondary,5,yes,no,3,0,unknown,0
23,tertiary,-230,yes,no,2,0,unknown,0
51,tertiary,0,no,no,2,0,unknown,0
50,primary,3924,yes,no,2,0,unknown,0
43,secondary,764,yes,no,5,0,unknown,0
37,primary,511,yes,no,1,0,unknown,0
34,tertiary,4348,yes,no,8,0,unknown,0
41,tertiary,3016,yes,no,3,0,unknown,0
26,secondary,279,no,no,3,0,unknown,0
49,tertiary,1405,no,no,1,0,unknown,0
29,secondary,908,yes,no,1,0,unknown,1
30,tertiary,162,yes,no,4,0,unknown,0
38,secondary,792,no,no,1,0,unknown,0
58,secondary,111,no,no,2,0,unknown,0
34,unknown,1281,no,no,1,1,failure,0
53,unknown,1012,yes,no,2,0,unknown,0
50,tertiary,2881,no,no,2,5,other,0
30,secondary,445,yes,no,1,2,failure,0
40,secondary,643,yes,no,2,1,failure,0
57,secondary,254,no,no,1,0,unknown,0
40,tertiary,-1212,yes,no,2,18,failure,0
41,secondary,2125,yes,yes,3,4,failure,0
53,unknown,629,yes,no,1,0,unknown,0
48,secondary,-202,yes,yes,4,0,unknown,0
32,secondary,271,yes,no,2,2,other,0
34,tertiary,703,yes,no,1,0,unknown,1
46,secondary,-216,yes,no,3,0,unknown,0
45,secondary,88,no,yes,1,0,unknown,0
51,tertiary,16,yes,no,1,0,unknown,0
31,secondary,466,yes,no,1,0,unknown,0
47,secondary,-75,yes,no,1,1,other,0
32,secondary,456,no,no,1,0,unknown,0
41,secondary,77,yes,no,1,0,unknown,0
37,secondary,-244,no,no,1,0,unknown,0
27,primary,1209,no,no,1,0,unknown,0
27,secondary,58,yes,no,1,2,other,0
50,secondary,421,no,no,5,0,unknown,0
31,tertiary,112,yes,no,2,1,failure,0
40,tertiary,13669,no,no,1,8,other,0
43,tertiary,1429,yes,no,1,2,other,1
39,tertiary,794,no,no,1,0,unknown,0
31,tertiary,1957,no,no,3,0,unknown,0
48,secondary,454,yes,no,1,0,unknown,0
32,primary,882,no,yes,8,0,unknown,0
47,primary,168,yes,no,1,1,other,0
35,tertiary,714,yes,no,22,0,unknown,0
42,tertiary,0,no,no,1,0,unknown,0
47,secondary,1996,no,no,2,0,unknown,1
59,secondary,163,no,no,1,0,unknown,0
38,secondary,3190,yes,no,2,0,unknown,0
50,secondary,1772,no,no,4,0,unknown,0
27,secondary,-151,no,no,2,0,unknown,0
55,primary,16,no,no,1,0,unknown,0
39,secondary,7066,yes,no,3,3,other,1
31,tertiary,454,no,no,3,0,unknown,0
37,tertiary,4798,yes,no,2,0,unknown,0
28,secondary,-298,yes,no,7,0,unknown,0
42,secondary,439,no,no,2,0,unknown,0
40,secondary,1927,yes,no,1,0,unknown,0
59,secondary,671,yes,yes,2,5,failure,0
40,secondary,65,yes,no,3,0,unknown,0
43,secondary,-932,yes,no,1,0,unknown,0
38,secondary,4366,yes,no,2,0,unknown,0
54,primary,0,yes,no,2,0,unknown,0
41,secondary,4900,yes,no,2,0,unknown,0
55,primary,976,no,no,1,3,other,1
33,tertiary,148,no,no,1,0,unknown,0
46,secondary,5,no,no,3,0,unknown,0
36,secondary,-148,no,no,2,0,unknown,0
48,tertiary,113,no,yes,1,0,unknown,0
42,secondary,-105,yes,no,2,0,unknown,0
46,tertiary,624,no,no,2,2,success,1
49,secondary,-1680,yes,yes,4,0,unknown,0
36,secondary,-461,no,no,2,1,failure,0
34,tertiary,144,yes,yes,1,19,failure,0
51,tertiary,4,yes,yes,5,0,unknown,0
58,primary,309,no,no,2,0,unknown,0
48,tertiary,866,no,no,2,0,unknown,0
41,secondary,1020,yes,no,1,0,unknown,1
49,primary,489,yes,no,4,0,unknown,0
43,primary,8167,yes,no,2,0,unknown,0
32,secondary,-255,no,yes,3,0,unknown,0
54,secondary,3671,no,no,3,0,unknown,0
33,primary,636,yes,no,11,0,unknown,0
35,secondary,141,yes,no,2,0,unknown,0
56,secondary,150,yes,yes,6,1,failure,0
57,secondary,839,no,yes,1,0,unknown,0
31,primary,26965,no,no,2,0,unknown,1
33,secondary,716,yes,no,2,0,unknown,0
29,tertiary,2485,no,no,6,0,unknown,0
38,tertiary,15030,yes,no,1,7,other,0
37,secondary,11303,no,no,2,0,unknown,0
33,tertiary,595,no,no,2,0,unknown,0
30,tertiary,19358,no,no,2,0,unknown,0
31,secondary,203,no,yes,1,0,unknown,0
28,tertiary,183,yes,yes,2,0,unknown,0
26,secondary,255,no,no,1,1,success,1
31,secondary,102,yes,no,2,2,failure,0
50,primary,94,yes,no,4,0,unknown,0
45,primary,58,yes,no,3,3,failure,0
48,primary,606,no,no,6,0,unknown,0
41,secondary,0,no,yes,1,0,unknown,0
60,primary,65,yes,no,2,0,unknown,1
41,secondary,338,yes,no,1,0,unknown,0
43,primary,757,yes,no,4,0,unknown,0
36,tertiary,9269,yes,yes,2,0,unknown,0
40,primary,1206,no,yes,5,0,unknown,0
28,tertiary,882,no,yes,1,2,failure,0
27,tertiary,5291,no,no,2,2,failure,1
49,secondary,61,yes,no,2,1,failure,0
37,tertiary,0,yes,no,1,0,unknown,0
31,secondary,1407,yes,no,3,0,unknown,0
31,secondary,25,no,no,1,0,unknown,0
31,secondary,1354,yes,yes,2,0,unknown,0
35,primary,793,yes,no,1,0,unknown,0
51,unknown,10287,yes,no,1,0,unknown,0
33,secondary,5235,no,no,3,0,unknown,0
30,tertiary,3,yes,no,2,2,failure,0
58,secondary,409,no,yes,2,0,unknown,0
34,tertiary,35,yes,no,1,2,failure,0
45,tertiary,-459,no,no,6,0,unknown,0
28,secondary,198,no,no,2,0,unknown,1
31,primary,99,yes,no,2,1,other,0
40,tertiary,60,no,no,6,0,unknown,0
30,secondary,3485,no,no,2,0,unknown,0
34,secondary,-139,yes,yes,2,0,unknown,0
40,secondary,952,no,yes,1,0,unknown,0
59,primary,1427,no,no,2,0,unknown,0
43,tertiary,1017,yes,no,2,0,unknown,0
41,tertiary,-29,no,no,2,2,failure,0
33,secondary,9,no,no,2,0,unknown,0
33,secondary,4040,yes,no,2,0,unknown,0
36,secondary,13,no,no,1,0,unknown,0
32,secondary,1259,no,no,2,0,unknown,0
25,secondary,18,yes,no,1,0,unknown,0
25,secondary,-76,yes,no,3,0,unknown,0
38,tertiary,221,no,no,3,0,unknown,0
34,tertiary,136,yes,no,1,0,unknown,0
67,secondary,16353,no,no,2,0,unknown,0
32,secondary,-63,yes,no,1,0,unknown,0
45,primary,7353,no,no,2,0,unknown,0
33,primary,511,yes,no,2,0,unknown,0
38,primary,3913,yes,no,2,2,failure,0
32,secondary,1097,yes,no,2,0,unknown,0
54,tertiary,6102,yes,yes,6,0,unknown,0
51,secondary,340,yes,no,1,0,unknown,0
42,primary,-119,yes,no,3,0,unknown,0
41,secondary,2993,yes,no,12,0,unknown,0
39,tertiary,3575,no,yes,3,0,unknown,0
38,secondary,361,yes,no,1,0,unknown,0
39,secondary,1072,yes,no,2,0,unknown,0
46,primary,2904,no,no,2,0,unknown,0
50,tertiary,1790,no,yes,3,0,unknown,0
33,secondary,86,yes,no,1,0,unknown,0
37,secondary,1633,yes,no,3,0,unknown,0
31,tertiary,8312,no,no,13,0,unknown,0
34,unknown,172,no,no,1,0,unknown,1
34,tertiary,0,yes,no,1,2,success,1
36,tertiary,222,yes,no,1,2,failure,0
40,secondary,109,no,no,22,0,unknown,0
40,secondary,1451,no,no,1,0,unknown,1
41,secondary,1066,no,no,3,0,unknown,1
52,tertiary,3163,no,no,6,0,unknown,0
40,secondary,888,yes,no,2,0,unknown,0
48,unknown,428,yes,no,1,0,unknown,0
33,secondary,106,no,no,3,0,unknown,0
44,secondary,0,no,no,2,0,unknown,0
55,tertiary,979,no,yes,1,0,unknown,0
51,secondary,2662,no,no,2,0,unknown,0
34,tertiary,84,no,no,1,0,unknown,0
58,unknown,5920,yes,no,1,0,unknown,0
39,tertiary,816,yes,no,3,0,unknown,0
27,secondary,3276,no,no,1,2,other,0
55,unknown,2,yes,no,1,0,unknown,0
35,secondary,-51,no,no,2,0,unknown,0
37,tertiary,3315,yes,no,2,0,unknown,0
52,secondary,196,yes,yes,1,3,failure,0
41,secondary,552,yes,no,1,0,unknown,0
52,secondary,2347,no,yes,3,0,unknown,0
34,secondary,3723,yes,no,5,0,unknown,0
53,primary,255,no,no,1,0,unknown,0
33,tertiary,3143,no,no,2,0,unknown,1
47,secondary,0,no,no,8,0,unknown,0
35,secondary,6411,yes,yes,1,2,failure,0
33,tertiary,1909,no,no,2,0,unknown,0
55,primary,3873,no,no,1,0,unknown,0
58,primary,1013,yes,no,1,1,failure,1
44,secondary,262,yes,no,1,0,unknown,0
25,secondary,3217,yes,no,1,0,unknown,0
37,secondary,5436,yes,no,11,1,failure,0
41,primary,2067,yes,no,7,0,unknown,0
34,secondary,215,no,no,3,0,unknown,1
36,secondary,1594,no,no,3,0,unknown,0
44,tertiary,134,no,no,4,0,unknown,0
34,tertiary,262,no,no,1,0,unknown,0
56,primary,3021,no,no,2,0,unknown,0
43,tertiary,388,yes,no,2,0,unknown,1
28,secondary,3412,yes,no,4,0,unknown,0
54,secondary,1291,yes,no,1,0,unknown,0
37,secondary,79,no,no,1,0,unknown,0
59,tertiary,2013,no,no,4,2,success,1
58,secondary,543,no,yes,3,0,unknown,0
56,tertiary,1016,yes,no,5,0,unknown,0
32,secondary,604,no,yes,3,0,unknown,0
42,tertiary,525,no,no,2,0,unknown,0
52,primary,353,no,no,4,0,unknown,0
46,tertiary,964,yes,no,1,0,unknown,0
37,tertiary,3913,yes,no,1,0,unknown,1
39,primary,879,yes,no,2,0,unknown,0
31,secondary,314,yes,no,1,0,unknown,0
59,primary,0,no,no,11,0,unknown,0
38,secondary,1370,yes,no,2,0,unknown,0
58,secondary,37,no,no,11,0,unknown,0
34,tertiary,673,yes,yes,1,1,failure,0
40,secondary,-342,yes,no,1,0,unknown,0
20,secondary,291,no,no,5,5,failure,0
34,secondary,209,yes,yes,2,0,unknown,0
31,tertiary,438,yes,no,2,0,unknown,0
39,secondary,1242,yes,no,3,0,unknown,0
34,tertiary,355,yes,no,1,0,unknown,0
24,secondary,204,yes,yes,3,0,unknown,0
41,tertiary,10758,yes,no,1,0,unknown,0
40,tertiary,5,yes,no,3,0,unknown,0
45,secondary,410,yes,no,4,0,unknown,1
36,tertiary,605,yes,no,1,0,unknown,0
53,tertiary,4,no,no,6,0,unknown,0
23,secondary,8494,no,no,2,0,unknown,0
42,primary,198,yes,no,1,0,unknown,0
48,secondary,841,yes,no,1,0,unknown,0
34,tertiary,8,no,no,4,0,unknown,0
36,secondary,470,yes,no,4,0,unknown,0
43,secondary,520,yes,no,13,0,unknown,0
36,secondary,439,yes,no,5,0,unknown,0
49,secondary,-454,yes,no,1,0,unknown,1
55,secondary,466,no,no,4,0,unknown,0
53,secondary,665,yes,no,2,0,unknown,1
42,secondary,994,yes,no,1,5,failure,1
45,secondary,5346,yes,yes,1,0,unknown,1
31,secondary,1243,yes,no,1,0,unknown,0
32,tertiary,0,yes,no,1,0,unknown,0
36,secondary,2357,yes,no,2,0,unknown,0
56,secondary,1044,no,no,2,0,unknown,1
46,secondary,1069,yes,no,2,0,unknown,0
41,secondary,231,no,no,2,0,unknown,0
31,secondary,0,yes,yes,2,0,unknown,0
32,secondary,266,yes,no,2,0,unknown,0
38,tertiary,-70,yes,no,1,3,other,0
49,primary,25824,no,no,1,0,unknown,0
46,primary,538,no,no,3,0,unknown,0
29,secondary,534,yes,no,1,0,unknown,0
36,unknown,2323,no,no,1,0,unknown,0
38,secondary,1852,yes,no,2,0,unknown,0
53,secondary,2647,yes,no,1,0,unknown,0
43,tertiary,2767,yes,no,7,0,unknown,0
41,tertiary,176,yes,yes,1,0,unknown,0
42,secondary,9720,no,no,2,0,unknown,0
55,secondary,1613,yes,no,1,3,failure,1
39,secondary,2903,yes,yes,2,0,unknown,0
30,secondary,81,yes,no,6,3,other,0
41,secondary,780,yes,no,3,0,unknown,0
44,tertiary,178,no,no,2,0,unknown,0
58,tertiary,299,no,no,4,0,unknown,0
35,primary,285,yes,no,1,0,unknown,0
27,secondary,872,yes,no,3,0,unknown,0
34,secondary,1337,no,no,2,3,success,1
25,secondary,72,yes,no,2,0,unknown,0
36,secondary,0,no,no,3,0,unknown,0
38,secondary,-388,yes,no,1,0,unknown,0
30,secondary,11,yes,no,1,0,unknown,0
47,secondary,-535,yes,no,2,0,unknown,0
41,secondary,787,yes,no,2,0,unknown,0
36,tertiary,3343,no,no,1,0,unknown,0
63,secondary,3904,no,no,2,2,success,1
23,tertiary,736,yes,no,1,0,unknown,0
32,tertiary,1390,no,no,2,0,unknown,0
57,primary,808,no,no,1,0,unknown,0
48,tertiary,1147,no,no,1,2,success,1
49,secondary,1122,no,no,1,0,unknown,0
50,secondary,-568,yes,yes,2,0,unknown,0
33,primary,1165,yes,no,2,0,unknown,0
53,secondary,-905,yes,no,1,0,unknown,0
30,tertiary,0,yes,no,1,0,unknown,0
38,secondary,740,no,no,3,0,unknown,0
44,secondary,8262,yes,no,16,0,unknown,0
39,secondary,14,yes,yes,9,0,unknown,0
45,unknown,7108,yes,yes,1,3,failure,0
36,secondary,1049,yes,no,4,0,unknown,1
38,secondary,0,yes,no,5,1,other,0
36,secondary,419,yes,no,1,0,unknown,0
30,tertiary,726,yes,no,1,3,failure,0
28,tertiary,594,yes,yes,3,0,unknown,0
26,tertiary,454,yes,yes,18,0,unknown,0
54,secondary,2206,no,no,1,2,other,1
38,tertiary,1988,no,no,2,2,failure,1
32,tertiary,0,no,no,2,0,unknown,0
50,secondary,202,no,yes,1,0,unknown,0
43,secondary,667,yes,no,3,0,unknown,0
48,secondary,112,no,no,5,0,unknown,0
57,primary,50,no,no,3,0,unknown,0
64,primary,768,no,no,2,1,success,0
26,secondary,74,yes,no,6,0,unknown,0
33,secondary,661,yes,no,1,0,unknown,1
50,secondary,3025,no,yes,3,0,unknown,0
47,tertiary,751,no,no,14,0,unknown,0
39,tertiary,416,no,no,4,0,unknown,0
52,primary,14,no,yes,5,0,unknown,0
31,primary,-502,yes,no,4,0,unknown,0
50,primary,0,no,no,5,0,unknown,0
47,secondary,599,yes,no,3,0,unknown,0
30,tertiary,-218,yes,no,15,0,unknown,0
32,tertiary,1012,no,no,1,0,unknown,0
36,secondary,300,no,no,1,0,unknown,0
46,tertiary,217,yes,no,1,2,other,0
45,tertiary,2096,no,no,1,2,failure,0
37,secondary,0,no,no,2,0,unknown,0
58,primary,5278,yes,no,4,0,unknown,0
59,tertiary,1831,no,no,1,1,failure,0
28,tertiary,1480,yes,no,1,0,unknown,0
48,tertiary,7289,yes,no,3,0,unknown,0
55,unknown,1665,no,no,2,0,unknown,0
37,primary,851,yes,no,1,1,failure,0
41,tertiary,2885,no,no,1,0,unknown,0
35,secondary,137,no,yes,1,12,failure,0
34,secondary,1239,yes,no,1,0,unknown,0
43,tertiary,146,no,no,1,5,other,0
59,secondary,1,no,no,2,3,failure,1
50,primary,-10,no,yes,6,0,unknown,0
37,secondary,480,no,no,2,8,other,1
35,secondary,2789,yes,no,2,1,failure,0
50,secondary,3897,no,no,1,0,unknown,0
36,secondary,487,no,yes,3,0,unknown,0
41,secondary,5110,yes,no,1,0,unknown,0
28,tertiary,318,yes,no,4,0,unknown,0
42,tertiary,-411,yes,no,5,3,failure,0
60,secondary,4820,no,no,1,0,unknown,0
28,tertiary,4937,yes,no,3,0,unknown,0
48,secondary,725,no,yes,1,0,unknown,0
51,tertiary,5403,no,no,1,0,unknown,0
32,tertiary,4089,no,no,7,3,failure,0
35,tertiary,188,no,no,2,0,unknown,0
37,unknown,189,no,no,1,2,success,1
38,secondary,2998,yes,no,1,0,unknown,0
77,secondary,610,no,no,3,0,unknown,0
32,unknown,787,no,no,1,0,unknown,0
43,secondary,167,no,no,3,0,unknown,0
36,tertiary,243,yes,no,2,3,failure,0
29,tertiary,877,no,no,3,0,unknown,0
32,secondary,2817,yes,no,1,0,unknown,0
41,tertiary,4567,yes,yes,1,0,unknown,0
26,secondary,127,yes,yes,3,0,unknown,0
34,primary,176,no,no,1,0,unknown,0
57,tertiary,0,yes,yes,1,0,unknown,1
36,secondary,1482,yes,no,2,1,other,0
42,secondary,3052,yes,no,1,0,unknown,0
35,secondary,56,no,no,12,0,unknown,0
52,primary,278,yes,no,2,0,unknown,0
36,tertiary,3875,yes,no,5,0,unknown,0
46,secondary,-337,yes,no,1,0,unknown,0
60,tertiary,366,no,no,1,0,unknown,1
57,primary,501,yes,yes,2,0,unknown,0
48,tertiary,998,yes,no,3,0,unknown,0
59,primary,0,yes,no,2,0,unknown,0
39,tertiary,246,no,no,2,0,unknown,0
44,secondary,-182,yes,yes,10,0,unknown,0
27,tertiary,446,no,no,3,0,unknown,0
59,secondary,1173,no,no,2,0,unknown,0
36,secondary,5957,yes,no,2,0,unknown,0
44,secondary,205,no,no,1,0,unknown,1
50,secondary,0,no,no,4,0,unknown,0
41,tertiary,369,yes,no,3,0,unknown,0
47,secondary,1934,no,yes,1,1,failure,0
32,tertiary,259,no,no,4,0,unknown,0
38,secondary,284,yes,yes,6,0,unknown,0
55,unknown,23,no,no,2,0,unknown,0
38,tertiary,1373,no,no,4,0,unknown,0
31,tertiary,62,yes,no,1,5,failure,0
38,secondary,157,no,no,5,0,unknown,0
29,tertiary,991,no,no,1,0,unknown,0
55,secondary,186,yes,yes,1,0,unknown,0
35,secondary,977,yes,no,4,1,other,0
40,tertiary,2893,no,no,3,0,unknown,0
34,secondary,1897,yes,yes,1,0,unknown,0
32,tertiary,5514,no,no,1,1,success,1
33,secondary,889,yes,no,1,6,success,0
33,tertiary,273,yes,no,1,0,unknown,1
37,secondary,1193,no,no,2,0,unknown,0
58,tertiary,2729,no,no,1,0,unknown,0
36,secondary,0,no,no,1,0,unknown,0
42,secondary,230,yes,no,7,0,unknown,0
34,secondary,2729,yes,no,1,1,success,0
35,tertiary,317,yes,no,3,0,unknown,0
60,primary,517,no,no,3,0,unknown,0
50,tertiary,-470,yes,no,2,3,failure,0
28,tertiary,4579,no,no,2,0,unknown,1
27,secondary,1,yes,no,3,0,unknown,0
37,tertiary,5106,no,no,1,0,unknown,1
31,tertiary,636,yes,no,4,0,unknown,1
34,secondary,1076,no,no,1,6,success,1
38,tertiary,126,yes,no,2,0,unknown,0
32,secondary,-33,yes,no,3,0,unknown,0
37,secondary,430,no,no,4,0,unknown,0
33,secondary,-6,yes,no,2,0,unknown,0
71,tertiary,383,no,no,2,3,success,0
27,secondary,130,yes,no,3,0,unknown,0
38,primary,2569,no,no,1,0,unknown,0
34,secondary,201,no,no,2,0,unknown,0
54,tertiary,0,no,no,1,0,unknown,1
30,secondary,6,yes,no,3,0,unknown,0
35,secondary,475,no,yes,4,0,unknown,0
33,secondary,706,yes,no,1,1,failure,0
36,secondary,1825,yes,no,1,1,failure,0
59,tertiary,185,no,no,5,1,failure,0
72,primary,4415,no,no,1,0,unknown,0
64,tertiary,679,no,no,3,0,unknown,0
53,secondary,320,no,no,1,0,unknown,0
35,tertiary,2988,yes,no,1,0,unknown,0
58,secondary,1407,yes,no,1,0,unknown,0
40,secondary,1270,no,no,2,0,unknown,0
41,secondary,654,yes,no,2,0,unknown,0
48,primary,5173,yes,no,8,0,unknown,0
44,tertiary,3463,yes,yes,3,0,unknown,0
39,unknown,0,no,no,1,3,failure,0
61,tertiary,6016,no,no,3,0,unknown,1
36,primary,177,yes,no,5,0,unknown,0
28,tertiary,3694,no,yes,2,0,unknown,0
58,secondary,1640,no,yes,6,4,failure,0
60,secondary,174,yes,no,1,1,failure,0
