Status,Duration,History,Credit amount,Installment rate,Present residence,Age,Existing credits,Number people,label
A11,27.0,A32,5965.0,1.0,2.0,30.0,2.0,2.0,1
A11,15.0,A30,1514.0,4.0,2.0,22.0,1.0,2.0,1
A13,30.0,A31,6742.0,2.0,3.0,36.0,2.0,2.0,1
A14,18.0,A30,3650.0,1.0,4.0,22.0,1.0,2.0,1
A14,21.0,A30,3599.0,1.0,4.0,26.0,1.0,2.0,1
A13,60.0,A31,13756.0,2.0,4.0,63.0,1.0,2.0,1
A11,9.0,A30,276.0,4.0,4.0,22.0,1.0,2.0,1
A13,42.0,A31,4041.0,4.0,4.0,36.0,2.0,2.0,1
A11,9.0,A30,458.0,4.0,3.0,24.0,1.0,2.0,1
A11,9.0,A30,918.0,4.0,1.0,30.0,1.0,2.0,0
A13,24.0,A30,7393.0,1.0,4.0,43.0,1.0,1.0,1
A12,10.0,A30,1225.0,2.0,2.0,37.0,1.0,2.0,1
A14,24.0,A30,2812.0,2.0,4.0,26.0,1.0,2.0,1
A13,15.0,A30,3029.0,2.0,2.0,33.0,1.0,2.0,1
A12,12.0,A31,1480.0,2.0,4.0,66.0,3.0,2.0,1
A12,6.0,A31,1047.0,2.0,4.0,50.0,1.0,2.0,1
A13,15.0,A31,1471.0,4.0,4.0,35.0,2.0,2.0,1
A13,24.0,A30,5511.0,4.0,1.0,25.0,1.0,2.0,1
A11,9.0,A30,1206.0,4.0,4.0,25.0,1.0,2.0,1
A11,24.0,A32,6403.0,1.0,2.0,33.0,1.0,2.0,1
A13,12.0,A30,707.0,4.0,2.0,30.0,2.0,2.0,1
A13,12.0,A32,1503.0,4.0,4.0,41.0,1.0,2.0,1
A11,12.0,A30,6078.0,2.0,2.0,32.0,1.0,2.0,1
A11,27.0,A30,2528.0,4.0,1.0,32.0,1.0,1.0,1
A11,12.0,A30,1037.0,3.0,4.0,39.0,1.0,2.0,1
A14,6.0,A30,1352.0,1.0,2.0,23.0,1.0,2.0,1
A13,24.0,A30,3181.0,4.0,4.0,26.0,1.0,2.0,1
A13,18.0,A30,4594.0,3.0,2.0,32.0,1.0,2.0,1
A11,48.0,A30,5381.0,3.0,4.0,40.0,1.0,2.0,1
A13,15.0,A30,4657.0,3.0,2.0,30.0,1.0,2.0,1
A11,9.0,A30,1391.0,2.0,1.0,27.0,1.0,2.0,1
A11,18.0,A30,1913.0,3.0,3.0,36.0,1.0,2.0,1
A13,42.0,A30,7166.0,2.0,4.0,29.0,1.0,2.0,1
A13,13.0,A30,1409.0,2.0,4.0,64.0,1.0,2.0,1
A13,24.0,A32,2978.0,4.0,4.0,32.0,2.0,1.0,1
A13,12.0,A31,976.0,4.0,4.0,35.0,2.0,2.0,1
A13,24.0,A32,2375.0,4.0,2.0,44.0,2.0,1.0,1
A13,12.0,A31,522.0,4.0,4.0,42.0,2.0,1.0,1
A13,28.0,A31,2743.0,4.0,2.0,29.0,2.0,2.0,1
A13,11.0,A31,1154.0,4.0,4.0,57.0,3.0,2.0,1
A13,24.0,A31,5804.0,4.0,2.0,27.0,2.0,2.0,1
A13,18.0,A31,1169.0,4.0,3.0,29.0,2.0,2.0,1
A14,15.0,A31,1478.0,4.0,4.0,44.0,2.0,1.0,1
A13,12.0,A30,776.0,4.0,2.0,28.0,1.0,2.0,1
A11,11.0,A31,1322.0,4.0,4.0,40.0,2.0,2.0,1
A11,16.0,A31,1175.0,2.0,3.0,68.0,3.0,2.0,1
A13,12.0,A30,2133.0,4.0,4.0,52.0,1.0,2.0,1
A13,15.0,A31,1829.0,4.0,4.0,46.0,2.0,2.0,1
A13,12.0,A31,717.0,4.0,4.0,52.0,3.0,2.0,1
A11,39.0,A32,11760.0,2.0,3.0,32.0,1.0,2.0,1
A11,9.0,A31,1501.0,2.0,3.0,34.0,2.0,2.0,0
A14,12.0,A30,1200.0,4.0,4.0,23.0,1.0,2.0,1
A11,9.0,A30,3195.0,1.0,2.0,33.0,1.0,2.0,1
A13,30.0,A31,4530.0,4.0,4.0,26.0,1.0,2.0,1
A13,12.0,A32,1555.0,4.0,4.0,55.0,2.0,1.0,0
A11,15.0,A31,2326.0,2.0,4.0,27.0,1.0,2.0,1
A11,18.0,A31,1887.0,4.0,4.0,28.0,2.0,2.0,1
A13,12.0,A31,1264.0,4.0,4.0,57.0,1.0,2.0,1
A13,7.0,A32,846.0,3.0,4.0,36.0,1.0,2.0,1
A13,15.0,A31,1532.0,4.0,3.0,31.0,1.0,2.0,1
A13,6.0,A32,935.0,3.0,2.0,24.0,1.0,2.0,1
A14,27.0,A31,2442.0,4.0,4.0,43.0,4.0,1.0,1
A11,18.0,A31,3590.0,3.0,3.0,40.0,3.0,1.0,1
A13,21.0,A31,2288.0,4.0,4.0,23.0,1.0,2.0,1
A13,27.0,A32,5117.0,3.0,4.0,26.0,2.0,2.0,1
A14,39.0,A31,14179.0,4.0,4.0,30.0,2.0,2.0,1
A13,15.0,A30,1386.0,4.0,2.0,40.0,1.0,2.0,1
A13,12.0,A31,618.0,4.0,4.0,56.0,1.0,2.0,1
A13,12.0,A30,1574.0,4.0,2.0,50.0,1.0,2.0,1
A13,6.0,A31,700.0,4.0,4.0,36.0,2.0,2.0,1
A13,12.0,A30,886.0,4.0,2.0,21.0,1.0,2.0,1
A13,36.0,A30,4686.0,2.0,2.0,32.0,1.0,2.0,1
A11,9.0,A30,790.0,4.0,3.0,66.0,1.0,2.0,1
A11,12.0,A30,766.0,4.0,3.0,66.0,1.0,2.0,0
A14,20.0,A30,2212.0,4.0,4.0,39.0,1.0,2.0,1
A11,10.0,A30,7308.0,2.0,4.0,70.0,1.0,2.0,1
A11,24.0,A31,5743.0,2.0,4.0,24.0,2.0,2.0,1
A14,14.0,A30,3973.0,1.0,4.0,22.0,1.0,2.0,1
A11,60.0,A32,7418.0,1.0,1.0,27.0,1.0,2.0,1
A11,20.0,A32,2629.0,2.0,3.0,29.0,2.0,2.0,1
A11,18.0,A30,1941.0,4.0,2.0,35.0,1.0,2.0,1
A11,24.0,A32,2333.0,4.0,2.0,29.0,1.0,2.0,1
A13,12.0,A30,2445.0,2.0,4.0,26.0,1.0,2.0,1
A11,20.0,A30,6468.0,1.0,4.0,60.0,1.0,2.0,1
A11,18.0,A31,7374.0,4.0,4.0,40.0,2.0,2.0,1
A13,15.0,A30,3812.0,1.0,4.0,23.0,1.0,2.0,1
A14,28.0,A30,4006.0,3.0,2.0,45.0,1.0,2.0,0
A11,12.0,A30,7472.0,1.0,2.0,24.0,1.0,2.0,1
A12,12.0,A30,1424.0,3.0,4.0,55.0,1.0,2.0,1
A11,12.0,A30,2028.0,4.0,2.0,30.0,1.0,2.0,1
A13,15.0,A30,5324.0,1.0,4.0,35.0,1.0,2.0,1
A11,36.0,A30,2323.0,4.0,4.0,24.0,1.0,2.0,1
A13,12.0,A30,1393.0,4.0,4.0,47.0,3.0,1.0,1
A13,18.0,A30,1984.0,4.0,4.0,47.0,2.0,2.0,1
A13,24.0,A30,999.0,4.0,2.0,25.0,2.0,2.0,1
A13,36.0,A30,7409.0,3.0,2.0,37.0,2.0,2.0,1
A13,15.0,A30,2186.0,1.0,4.0,33.0,1.0,2.0,1
A12,36.0,A30,4473.0,4.0,2.0,31.0,1.0,2.0,1
A13,24.0,A30,937.0,4.0,3.0,27.0,2.0,2.0,1
A13,18.0,A30,3422.0,4.0,4.0,47.0,3.0,1.0,1
A13,24.0,A30,3105.0,4.0,2.0,25.0,2.0,2.0,1
A13,12.0,A31,2748.0,2.0,4.0,57.0,3.0,2.0,1
A11,18.0,A30,3872.0,2.0,4.0,67.0,1.0,2.0,1
A13,27.0,A30,5190.0,4.0,4.0,48.0,4.0,1.0,1
A11,18.0,A30,3001.0,2.0,4.0,40.0,1.0,2.0,1
A13,24.0,A32,3863.0,1.0,2.0,32.0,1.0,2.0,1
A13,12.0,A31,5801.0,2.0,4.0,49.0,1.0,2.0,1
A13,12.0,A31,1592.0,3.0,2.0,35.0,1.0,2.0,1
A13,12.0,A31,1185.0,3.0,2.0,27.0,2.0,2.0,1
A13,18.0,A31,3780.0,3.0,2.0,35.0,2.0,2.0,1
A11,18.0,A31,3612.0,3.0,4.0,37.0,1.0,2.0,1
A13,12.0,A30,1076.0,2.0,2.0,26.0,1.0,2.0,1
A13,12.0,A30,3527.0,2.0,3.0,45.0,1.0,1.0,1
A13,18.0,A30,2051.0,4.0,1.0,33.0,1.0,2.0,1
A13,12.0,A31,3331.0,2.0,4.0,42.0,1.0,2.0,1
A14,18.0,A33,3104.0,3.0,1.0,31.0,1.0,2.0,1
A13,24.0,A31,2611.0,4.0,3.0,46.0,2.0,2.0,1
A14,12.0,A31,1409.0,4.0,3.0,54.0,1.0,2.0,1
A13,24.0,A30,1311.0,4.0,3.0,26.0,1.0,2.0,1
A13,6.0,A30,2108.0,2.0,2.0,29.0,1.0,2.0,1
A13,24.0,A31,4042.0,3.0,4.0,43.0,2.0,2.0,1
A13,12.0,A31,926.0,1.0,2.0,38.0,1.0,2.0,1
A14,12.0,A30,1680.0,3.0,1.0,35.0,1.0,2.0,1
A13,24.0,A30,1249.0,4.0,2.0,28.0,1.0,2.0,1
A13,24.0,A31,2463.0,4.0,3.0,27.0,2.0,2.0,1
A13,6.0,A30,1595.0,3.0,2.0,51.0,1.0,1.0,1
A13,24.0,A31,2058.0,4.0,2.0,33.0,2.0,2.0,1
A13,24.0,A30,7814.0,3.0,3.0,38.0,1.0,2.0,1
A13,6.0,A31,1740.0,2.0,2.0,30.0,2.0,2.0,1
A13,12.0,A31,1240.0,4.0,2.0,38.0,2.0,2.0,1
A13,24.0,A31,6842.0,2.0,4.0,46.0,2.0,1.0,1
A13,24.0,A31,5150.0,4.0,4.0,33.0,1.0,2.0,1
A14,6.0,A30,1203.0,3.0,2.0,43.0,1.0,2.0,1
A13,6.0,A31,2080.0,1.0,2.0,24.0,1.0,2.0,1
A13,6.0,A30,1538.0,1.0,2.0,56.0,1.0,2.0,1
A11,24.0,A31,3878.0,4.0,2.0,37.0,1.0,2.0,1
A11,30.0,A30,3832.0,2.0,1.0,22.0,1.0,2.0,1
A13,15.0,A30,3186.0,2.0,3.0,20.0,1.0,2.0,1
A11,24.0,A30,2896.0,2.0,1.0,29.0,1.0,2.0,1
A11,24.0,A32,6967.0,4.0,4.0,36.0,1.0,2.0,1
A13,36.0,A30,1819.0,4.0,4.0,37.0,1.0,2.0,0
A13,24.0,A30,5943.0,1.0,1.0,44.0,2.0,2.0,0
A13,36.0,A31,7127.0,2.0,4.0,23.0,2.0,2.0,0
A13,36.0,A30,3349.0,4.0,2.0,28.0,1.0,2.0,0
A13,36.0,A30,10974.0,4.0,2.0,26.0,2.0,2.0,0
A13,6.0,A30,518.0,3.0,1.0,29.0,1.0,2.0,1
A13,18.0,A30,1126.0,4.0,2.0,21.0,1.0,2.0,1
A11,12.0,A31,1860.0,4.0,2.0,34.0,2.0,2.0,1
A13,36.0,A31,9566.0,2.0,2.0,31.0,2.0,2.0,1
A14,12.0,A30,701.0,4.0,2.0,40.0,1.0,2.0,1
A11,12.0,A30,2930.0,2.0,1.0,27.0,1.0,2.0,1
A13,18.0,A30,1505.0,4.0,2.0,32.0,1.0,2.0,1
A13,18.0,A31,2238.0,2.0,1.0,25.0,2.0,2.0,1
A13,4.0,A31,1503.0,2.0,1.0,42.0,2.0,1.0,1
A13,24.0,A31,2197.0,4.0,4.0,43.0,2.0,1.0,1
A12,12.0,A30,1881.0,2.0,2.0,44.0,1.0,2.0,1
A14,18.0,A31,1880.0,4.0,1.0,32.0,2.0,2.0,1
A14,18.0,A30,2389.0,4.0,1.0,27.0,1.0,2.0,1
A11,24.0,A30,1967.0,4.0,4.0,20.0,1.0,2.0,1
A13,4.0,A31,3380.0,1.0,1.0,37.0,1.0,1.0,1
A13,4.0,A31,1455.0,2.0,1.0,42.0,3.0,1.0,1
A13,7.0,A31,730.0,4.0,2.0,46.0,2.0,2.0,1
A11,18.0,A33,3244.0,1.0,4.0,33.0,2.0,2.0,1
A11,9.0,A30,1670.0,4.0,2.0,22.0,1.0,2.0,0
A11,48.0,A30,3979.0,4.0,1.0,41.0,2.0,1.0,1
A11,12.0,A30,1922.0,4.0,2.0,37.0,1.0,2.0,0
A11,18.0,A31,1295.0,4.0,1.0,27.0,2.0,2.0,1
A13,4.0,A31,1544.0,2.0,1.0,42.0,3.0,1.0,1
A11,8.0,A30,907.0,3.0,2.0,26.0,1.0,2.0,1
A11,30.0,A30,1715.0,4.0,1.0,26.0,1.0,2.0,1
A12,10.0,A31,1347.0,4.0,2.0,27.0,2.0,2.0,1
A11,12.0,A30,1007.0,4.0,1.0,22.0,1.0,2.0,1
A13,12.0,A31,1402.0,3.0,4.0,37.0,1.0,2.0,1
A11,12.0,A30,2002.0,3.0,4.0,30.0,1.0,1.0,1
A13,12.0,A31,2096.0,2.0,3.0,49.0,1.0,1.0,1
A13,12.0,A30,1101.0,3.0,2.0,27.0,2.0,2.0,1
A13,10.0,A30,894.0,4.0,3.0,40.0,1.0,2.0,1
A11,11.0,A30,1577.0,4.0,1.0,20.0,1.0,2.0,1
A13,33.0,A32,2764.0,2.0,2.0,26.0,2.0,2.0,1
A11,48.0,A33,8358.0,1.0,1.0,30.0,2.0,2.0,1
A12,12.0,A30,1474.0,4.0,1.0,33.0,1.0,2.0,1
A13,24.0,A30,5433.0,2.0,4.0,26.0,1.0,2.0,1
A11,14.0,A30,1410.0,1.0,2.0,35.0,1.0,2.0,1
A13,20.0,A31,3485.0,2.0,4.0,44.0,2.0,2.0,1
A13,18.0,A31,3850.0,3.0,1.0,27.0,2.0,2.0,1
A11,60.0,A30,7408.0,4.0,2.0,24.0,1.0,2.0,0
A12,24.0,A30,1377.0,4.0,2.0,47.0,1.0,2.0,1
A13,30.0,A32,4272.0,2.0,2.0,26.0,2.0,2.0,1
A11,24.0,A32,1553.0,3.0,2.0,23.0,2.0,2.0,1
A11,36.0,A32,9857.0,1.0,3.0,31.0,2.0,1.0,1
A13,6.0,A31,362.0,4.0,4.0,52.0,2.0,2.0,1
A13,12.0,A31,1935.0,4.0,4.0,43.0,3.0,2.0,1
A13,48.0,A30,10222.0,4.0,3.0,37.0,1.0,2.0,1
A12,12.0,A30,1330.0,4.0,1.0,26.0,1.0,2.0,1
A13,36.0,A30,9055.0,2.0,4.0,35.0,1.0,1.0,1
A11,26.0,A30,7966.0,2.0,3.0,30.0,2.0,2.0,1
A11,30.0,A34,3496.0,4.0,2.0,34.0,1.0,1.0,1
A11,36.0,A30,6948.0,2.0,2.0,35.0,1.0,2.0,1
A11,48.0,A33,12204.0,2.0,2.0,48.0,1.0,2.0,1
A14,36.0,A30,3446.0,4.0,2.0,42.0,1.0,1.0,0
A14,12.0,A30,684.0,4.0,4.0,40.0,1.0,1.0,0
A14,33.0,A31,4281.0,1.0,4.0,23.0,2.0,2.0,0
A14,42.0,A30,7174.0,4.0,3.0,30.0,1.0,2.0,0
A14,24.0,A34,1546.0,4.0,4.0,24.0,1.0,2.0,0
A14,24.0,A30,2359.0,1.0,1.0,33.0,1.0,2.0,0
A13,24.0,A30,3621.0,2.0,4.0,31.0,2.0,2.0,0
A14,12.0,A30,741.0,4.0,3.0,22.0,1.0,2.0,0
A14,12.0,A30,7865.0,4.0,4.0,53.0,1.0,2.0,0
A14,24.0,A30,2910.0,2.0,1.0,34.0,1.0,2.0,1
A14,18.0,A31,5302.0,2.0,4.0,36.0,3.0,2.0,1
A14,36.0,A30,3620.0,1.0,2.0,37.0,1.0,1.0,1
A14,18.0,A30,3509.0,4.0,1.0,25.0,1.0,2.0,1
A11,12.0,A30,3017.0,3.0,1.0,34.0,1.0,2.0,1
A14,12.0,A30,1657.0,2.0,2.0,27.0,1.0,2.0,1
A14,8.0,A31,1164.0,3.0,4.0,51.0,2.0,1.0,1
A14,36.0,A31,6229.0,4.0,4.0,23.0,2.0,2.0,0
A14,24.0,A34,1193.0,1.0,4.0,29.0,2.0,2.0,0
A14,30.0,A33,4583.0,2.0,2.0,32.0,2.0,2.0,1
A14,36.0,A31,5371.0,3.0,2.0,28.0,2.0,2.0,1
A14,12.0,A30,708.0,2.0,3.0,38.0,1.0,1.0,1
A14,21.0,A31,571.0,4.0,4.0,65.0,2.0,2.0,1
A14,30.0,A30,2522.0,1.0,3.0,39.0,1.0,1.0,1
A14,36.0,A30,5179.0,4.0,2.0,29.0,1.0,2.0,0
A14,36.0,A30,8229.0,2.0,2.0,26.0,1.0,1.0,0
A13,24.0,A31,2028.0,2.0,2.0,30.0,2.0,2.0,1
A14,6.0,A30,1374.0,4.0,3.0,75.0,1.0,2.0,1
A14,12.0,A30,1289.0,4.0,1.0,21.0,1.0,2.0,1
A14,36.0,A30,2712.0,2.0,2.0,41.0,1.0,1.0,0
A14,15.0,A31,975.0,2.0,3.0,25.0,2.0,2.0,1
A11,6.0,A32,1050.0,4.0,1.0,35.0,2.0,2.0,1
A14,6.0,A31,609.0,4.0,3.0,37.0,2.0,2.0,1
A14,48.0,A30,4788.0,4.0,3.0,26.0,1.0,1.0,1
A11,24.0,A30,3069.0,4.0,4.0,30.0,1.0,2.0,1
A11,12.0,A30,836.0,4.0,2.0,23.0,1.0,2.0,0
A14,12.0,A30,2577.0,2.0,1.0,42.0,1.0,2.0,1
A14,12.0,A30,1620.0,2.0,3.0,30.0,1.0,2.0,1
A14,15.0,A30,1845.0,4.0,1.0,46.0,1.0,2.0,1
A14,24.0,A30,6579.0,4.0,2.0,29.0,1.0,2.0,1
A14,12.0,A30,1893.0,4.0,4.0,29.0,1.0,2.0,1
A14,30.0,A31,10623.0,3.0,4.0,38.0,3.0,1.0,1
A14,18.0,A30,2249.0,4.0,3.0,30.0,1.0,1.0,1
A14,30.0,A30,3108.0,2.0,4.0,31.0,1.0,2.0,0
A11,12.0,A31,958.0,2.0,3.0,47.0,2.0,1.0,1
A13,24.0,A30,9277.0,2.0,4.0,48.0,1.0,2.0,1
A13,24.0,A31,6314.0,4.0,2.0,27.0,2.0,2.0,1
A14,12.0,A31,1526.0,4.0,4.0,66.0,2.0,2.0,1
A14,12.0,A30,3590.0,2.0,2.0,29.0,1.0,1.0,1
A14,24.0,A31,6615.0,2.0,4.0,75.0,2.0,2.0,1
A14,6.0,A31,1872.0,4.0,4.0,36.0,3.0,2.0,1
A13,12.0,A30,2859.0,4.0,4.0,38.0,1.0,2.0,1
A13,18.0,A31,1582.0,4.0,4.0,46.0,2.0,2.0,1
A13,6.0,A30,1238.0,4.0,4.0,36.0,1.0,1.0,1
A14,12.0,A30,2578.0,3.0,4.0,55.0,1.0,2.0,1
A14,15.0,A31,1433.0,4.0,3.0,25.0,2.0,2.0,1
A14,42.0,A30,7882.0,2.0,4.0,45.0,1.0,1.0,1
A14,24.0,A30,4169.0,4.0,4.0,28.0,1.0,2.0,1
A14,36.0,A30,3959.0,4.0,3.0,30.0,1.0,2.0,1
A14,36.0,A30,3249.0,2.0,4.0,39.0,1.0,1.0,1
A14,24.0,A30,3149.0,4.0,1.0,22.0,1.0,2.0,1
A14,12.0,A31,2246.0,3.0,3.0,60.0,2.0,2.0,0
A14,13.0,A31,1797.0,3.0,1.0,28.0,2.0,2.0,1
A14,20.0,A31,4272.0,1.0,4.0,24.0,2.0,2.0,1
A14,24.0,A31,2957.0,4.0,4.0,63.0,2.0,2.0,1
A14,36.0,A31,2348.0,3.0,2.0,46.0,2.0,2.0,1
A12,42.0,A33,6289.0,2.0,1.0,33.0,2.0,2.0,1
A14,24.0,A31,6419.0,2.0,4.0,44.0,2.0,1.0,1
A14,48.0,A31,6143.0,4.0,4.0,58.0,2.0,2.0,0
A13,24.0,A31,1597.0,4.0,4.0,54.0,2.0,1.0,1
A14,36.0,A30,15857.0,2.0,3.0,43.0,1.0,2.0,1
A13,24.0,A31,2223.0,4.0,4.0,52.0,2.0,2.0,1
A13,48.0,A32,7238.0,3.0,3.0,32.0,2.0,1.0,1
A11,30.0,A32,2503.0,4.0,2.0,41.0,2.0,2.0,1
A11,18.0,A30,2622.0,4.0,4.0,34.0,1.0,2.0,1
A11,24.0,A30,4351.0,1.0,4.0,48.0,1.0,2.0,1
A11,6.0,A30,368.0,4.0,4.0,38.0,1.0,2.0,1
A11,12.0,A30,754.0,4.0,4.0,38.0,2.0,2.0,1
A13,24.0,A31,2424.0,4.0,4.0,53.0,2.0,2.0,1
A11,48.0,A32,6681.0,4.0,4.0,38.0,1.0,1.0,1
A11,18.0,A32,2427.0,4.0,2.0,42.0,2.0,2.0,1
A11,24.0,A31,1216.0,4.0,4.0,38.0,2.0,1.0,0
A11,6.0,A30,753.0,2.0,3.0,64.0,1.0,2.0,1
A11,7.0,A30,2576.0,2.0,2.0,35.0,1.0,2.0,1
A11,6.0,A30,590.0,3.0,3.0,26.0,1.0,2.0,1
A11,8.0,A30,1414.0,4.0,2.0,33.0,1.0,2.0,1
A11,12.0,A30,1103.0,4.0,3.0,29.0,2.0,2.0,1
A11,12.0,A32,585.0,4.0,4.0,20.0,2.0,2.0,1
A11,6.0,A30,1068.0,4.0,4.0,28.0,1.0,1.0,1
A14,8.0,A31,713.0,4.0,4.0,47.0,2.0,2.0,1
A11,12.0,A30,1092.0,4.0,4.0,49.0,2.0,2.0,1
A11,7.0,A30,2329.0,1.0,1.0,45.0,1.0,2.0,1
A11,13.0,A31,882.0,4.0,4.0,23.0,2.0,2.0,1
A11,18.0,A30,866.0,4.0,2.0,25.0,1.0,2.0,1
A11,7.0,A30,2415.0,3.0,2.0,34.0,1.0,2.0,1
A11,13.0,A30,2101.0,2.0,4.0,23.0,1.0,2.0,1
A11,18.0,A30,1301.0,4.0,2.0,32.0,1.0,2.0,1
A11,18.0,A30,1113.0,4.0,4.0,26.0,1.0,1.0,1
A11,8.0,A30,760.0,4.0,2.0,44.0,1.0,2.0,1
A11,12.0,A30,625.0,4.0,1.0,26.0,1.0,2.0,1
A12,6.0,A31,1323.0,2.0,4.0,28.0,2.0,1.0,1
A14,9.0,A31,1138.0,4.0,4.0,25.0,2.0,2.0,1
A11,18.0,A31,1795.0,3.0,4.0,48.0,2.0,2.0,1
A11,15.0,A31,2728.0,4.0,2.0,35.0,3.0,2.0,1
A11,6.0,A30,484.0,3.0,3.0,28.0,1.0,2.0,1
A11,10.0,A34,1048.0,4.0,4.0,23.0,1.0,2.0,1
A11,12.0,A30,1155.0,3.0,3.0,40.0,2.0,2.0,1
A11,20.0,A32,7057.0,3.0,4.0,36.0,2.0,1.0,1
A11,15.0,A31,1537.0,4.0,4.0,50.0,2.0,2.0,1
A14,12.0,A30,2214.0,4.0,3.0,24.0,1.0,2.0,1
A13,24.0,A31,1585.0,4.0,3.0,40.0,2.0,2.0,1
A11,10.0,A30,1521.0,4.0,2.0,31.0,1.0,2.0,1
A11,36.0,A34,3990.0,3.0,2.0,29.0,1.0,2.0,1
A12,18.0,A30,3049.0,1.0,1.0,45.0,1.0,2.0,1
A14,24.0,A30,1282.0,4.0,2.0,32.0,1.0,2.0,0
A13,60.0,A30,10144.0,2.0,4.0,21.0,1.0,2.0,1
A14,12.0,A30,1168.0,4.0,3.0,27.0,1.0,2.0,1
A11,6.0,A30,454.0,3.0,1.0,22.0,1.0,2.0,1
A13,15.0,A32,3594.0,1.0,2.0,46.0,2.0,2.0,1
A13,12.0,A30,1768.0,3.0,2.0,24.0,1.0,2.0,1
A13,60.0,A32,15653.0,2.0,4.0,21.0,2.0,2.0,1
A12,12.0,A32,2247.0,2.0,2.0,36.0,2.0,2.0,1
A13,24.0,A30,1413.0,4.0,2.0,28.0,1.0,2.0,1
A11,45.0,A31,4576.0,3.0,4.0,27.0,1.0,2.0,1
A14,24.0,A31,1231.0,4.0,4.0,57.0,2.0,2.0,1
A14,36.0,A30,8335.0,3.0,4.0,47.0,1.0,2.0,0
A11,36.0,A31,5800.0,3.0,4.0,34.0,2.0,2.0,1
A14,18.0,A32,8471.0,1.0,2.0,23.0,2.0,2.0,1
A14,30.0,A30,3622.0,4.0,4.0,57.0,2.0,2.0,1
A14,6.0,A31,1169.0,4.0,4.0,67.0,2.0,2.0,1
A13,15.0,A30,1262.0,4.0,3.0,36.0,2.0,2.0,1
A12,24.0,A31,3617.0,4.0,4.0,20.0,2.0,2.0,1
A11,30.0,A31,2181.0,4.0,4.0,36.0,2.0,2.0,1
A14,48.0,A34,7685.0,2.0,4.0,37.0,1.0,2.0,0
A13,48.0,A31,6110.0,1.0,3.0,31.0,1.0,2.0,1
A13,24.0,A30,3757.0,4.0,4.0,62.0,1.0,2.0,1
A14,42.0,A31,3394.0,4.0,4.0,65.0,2.0,2.0,1
A13,36.0,A31,6304.0,4.0,4.0,36.0,2.0,2.0,1
A13,9.0,A31,1244.0,4.0,4.0,41.0,2.0,2.0,1
A13,6.0,A30,3518.0,2.0,3.0,26.0,1.0,2.0,1
A13,36.0,A33,2613.0,4.0,2.0,27.0,2.0,2.0,1
A14,48.0,A30,7476.0,4.0,1.0,50.0,1.0,2.0,1
A13,24.0,A30,4591.0,2.0,3.0,54.0,3.0,2.0,0
A11,18.0,A30,1924.0,4.0,3.0,27.0,1.0,2.0,0
A11,72.0,A30,5595.0,2.0,2.0,24.0,1.0,2.0,0
A11,48.0,A32,6224.0,4.0,4.0,50.0,1.0,2.0,0
A12,15.0,A30,1905.0,4.0,4.0,40.0,1.0,2.0,1
A13,21.0,A32,2993.0,3.0,2.0,28.0,2.0,2.0,1
A13,36.0,A32,8947.0,3.0,2.0,31.0,1.0,1.0,1
A14,24.0,A30,4020.0,2.0,2.0,27.0,1.0,2.0,1
A11,18.0,A30,2779.0,1.0,3.0,21.0,1.0,2.0,1
A13,21.0,A30,2782.0,1.0,2.0,31.0,1.0,2.0,1
A13,12.0,A30,1884.0,4.0,4.0,39.0,1.0,2.0,1
A13,36.0,A31,11054.0,4.0,2.0,30.0,1.0,2.0,1
A11,60.0,A32,9157.0,2.0,2.0,27.0,1.0,2.0,1
A11,42.0,A34,9283.0,1.0,2.0,55.0,1.0,2.0,1
A13,60.0,A30,6527.0,4.0,4.0,34.0,1.0,1.0,1
A13,15.0,A31,3368.0,3.0,4.0,23.0,2.0,2.0,1
A14,15.0,A30,2511.0,1.0,4.0,23.0,1.0,2.0,1
A14,36.0,A30,5493.0,2.0,4.0,42.0,1.0,1.0,1
A13,6.0,A30,1338.0,1.0,4.0,62.0,1.0,2.0,1
A11,9.0,A30,1082.0,4.0,4.0,37.0,2.0,2.0,1
A13,18.0,A31,1149.0,4.0,3.0,46.0,2.0,2.0,1
A11,15.0,A30,1308.0,4.0,4.0,38.0,2.0,2.0,1
A11,20.0,A33,6148.0,3.0,4.0,31.0,2.0,2.0,1
A13,12.0,A30,1736.0,3.0,4.0,31.0,1.0,2.0,1
A13,12.0,A30,3059.0,2.0,4.0,61.0,1.0,2.0,1
A14,24.0,A30,2996.0,2.0,4.0,20.0,1.0,2.0,0
A13,30.0,A31,7596.0,1.0,4.0,63.0,2.0,2.0,1
A13,30.0,A30,4811.0,2.0,4.0,24.0,1.0,2.0,1
A13,6.0,A30,1766.0,1.0,2.0,21.0,1.0,2.0,1
A11,24.0,A30,2760.0,4.0,4.0,36.0,1.0,2.0,1
A13,24.0,A31,5507.0,3.0,4.0,44.0,2.0,2.0,1
A11,9.0,A30,1199.0,4.0,4.0,67.0,2.0,2.0,1
A12,24.0,A30,2892.0,3.0,4.0,51.0,1.0,2.0,1
A11,36.0,A32,2862.0,4.0,3.0,30.0,1.0,2.0,1
A14,9.0,A30,654.0,4.0,3.0,28.0,1.0,2.0,0
A11,9.0,A31,1136.0,4.0,3.0,32.0,2.0,1.0,0
A11,24.0,A30,4113.0,3.0,4.0,28.0,1.0,2.0,0
A11,6.0,A30,14555.0,1.0,2.0,23.0,1.0,2.0,0
