Status,Duration,History,Credit amount,Installment rate,Present residence,Age,Existing credits,Number people,label
A14,7.0,A33,846.0,3.0,4.0,36.0,1.0,1.0,1
A12,36.0,A32,14318.0,4.0,2.0,57.0,1.0,1.0,0
A14,6.0,A34,362.0,4.0,4.0,52.0,2.0,1.0,1
A11,20.0,A32,2212.0,4.0,4.0,39.0,1.0,1.0,1
A12,18.0,A32,12976.0,3.0,4.0,38.0,1.0,1.0,0
A14,22.0,A32,1283.0,4.0,4.0,25.0,1.0,1.0,1
A13,12.0,A32,1330.0,4.0,1.0,26.0,1.0,1.0,1
A14,30.0,A33,4272.0,2.0,2.0,26.0,2.0,1.0,1
A14,18.0,A34,2238.0,2.0,1.0,25.0,2.0,1.0,1
A14,18.0,A32,1126.0,4.0,2.0,21.0,1.0,1.0,1
A12,18.0,A34,7374.0,4.0,4.0,40.0,2.0,1.0,1
A12,15.0,A34,2326.0,2.0,4.0,27.0,1.0,1.0,1
A14,9.0,A32,1449.0,3.0,2.0,27.0,2.0,1.0,1
A14,18.0,A32,1820.0,2.0,2.0,30.0,1.0,1.0,1
A12,12.0,A32,983.0,1.0,4.0,19.0,1.0,1.0,1
A11,36.0,A32,3249.0,2.0,4.0,39.0,1.0,2.0,1
A11,6.0,A34,1957.0,1.0,4.0,31.0,1.0,1.0,1
A14,9.0,A34,2406.0,2.0,3.0,31.0,1.0,1.0,1
A12,39.0,A33,11760.0,2.0,3.0,32.0,1.0,1.0,1
A11,12.0,A32,2578.0,3.0,4.0,55.0,1.0,1.0,1
A11,36.0,A34,2348.0,3.0,2.0,46.0,2.0,1.0,1
A12,12.0,A32,1223.0,1.0,1.0,46.0,2.0,1.0,0
A14,24.0,A34,1516.0,4.0,1.0,43.0,2.0,1.0,1
A14,18.0,A32,1473.0,3.0,4.0,39.0,1.0,1.0,1
A12,18.0,A34,1887.0,4.0,4.0,28.0,2.0,1.0,1
A14,24.0,A33,8648.0,2.0,2.0,27.0,2.0,1.0,0
A14,14.0,A33,802.0,4.0,2.0,27.0,2.0,1.0,1
A12,18.0,A33,2899.0,4.0,4.0,43.0,1.0,2.0,1
A12,24.0,A32,2039.0,1.0,1.0,22.0,1.0,1.0,0
A14,24.0,A34,2197.0,4.0,4.0,43.0,2.0,2.0,1
A11,15.0,A32,1053.0,4.0,2.0,27.0,1.0,1.0,1
A14,24.0,A32,3235.0,3.0,2.0,26.0,1.0,1.0,1
A13,12.0,A34,939.0,4.0,2.0,28.0,3.0,1.0,0
A12,24.0,A32,1967.0,4.0,4.0,20.0,1.0,1.0,1
A14,33.0,A34,7253.0,3.0,2.0,35.0,2.0,1.0,1
A14,12.0,A34,2292.0,4.0,2.0,42.0,2.0,1.0,0
A14,10.0,A32,1597.0,3.0,2.0,40.0,1.0,2.0,1
A11,24.0,A32,1381.0,4.0,2.0,35.0,1.0,1.0,0
A14,36.0,A34,5842.0,2.0,2.0,35.0,2.0,2.0,1
A11,12.0,A32,2579.0,4.0,1.0,33.0,1.0,2.0,0
A11,18.0,A33,8471.0,1.0,2.0,23.0,2.0,1.0,1
A14,21.0,A32,2782.0,1.0,2.0,31.0,1.0,1.0,1
A12,18.0,A32,1042.0,4.0,2.0,33.0,1.0,1.0,0
A14,15.0,A32,3186.0,2.0,3.0,20.0,1.0,1.0,1
A12,12.0,A32,2028.0,4.0,2.0,30.0,1.0,1.0,1
A12,12.0,A34,958.0,2.0,3.0,47.0,2.0,2.0,1
A14,21.0,A33,1591.0,4.0,3.0,34.0,2.0,1.0,1
A12,12.0,A32,2762.0,1.0,2.0,25.0,1.0,1.0,0
A12,18.0,A32,2779.0,1.0,3.0,21.0,1.0,1.0,1
A14,28.0,A34,2743.0,4.0,2.0,29.0,2.0,1.0,1
A14,18.0,A34,1149.0,4.0,3.0,46.0,2.0,1.0,1
A14,9.0,A32,1313.0,1.0,4.0,20.0,1.0,1.0,1
A11,18.0,A34,1190.0,2.0,4.0,55.0,3.0,2.0,0
A14,5.0,A32,3448.0,1.0,4.0,74.0,1.0,1.0,1
A12,24.0,A32,11328.0,2.0,3.0,29.0,2.0,1.0,0
A11,6.0,A34,1872.0,4.0,4.0,36.0,3.0,1.0,1
A14,24.0,A34,2058.0,4.0,2.0,33.0,2.0,1.0,1
A11,9.0,A32,2136.0,3.0,2.0,25.0,1.0,1.0,1
A12,12.0,A32,1484.0,2.0,1.0,25.0,1.0,1.0,0
A14,6.0,A32,660.0,2.0,4.0,23.0,1.0,1.0,1
A14,24.0,A34,1287.0,4.0,4.0,37.0,2.0,1.0,1
A11,42.0,A34,3394.0,4.0,4.0,65.0,2.0,1.0,1
A13,12.0,A31,609.0,4.0,1.0,26.0,1.0,1.0,0
A14,12.0,A32,1884.0,4.0,4.0,39.0,1.0,1.0,1
A11,12.0,A32,1620.0,2.0,3.0,30.0,1.0,1.0,1
A12,20.0,A33,2629.0,2.0,3.0,29.0,2.0,1.0,1
A14,12.0,A32,719.0,4.0,4.0,41.0,1.0,2.0,0
A12,48.0,A34,5096.0,2.0,3.0,30.0,1.0,1.0,0
A14,9.0,A34,1244.0,4.0,4.0,41.0,2.0,1.0,1
A11,36.0,A32,1842.0,4.0,4.0,34.0,1.0,1.0,0
A12,7.0,A32,2576.0,2.0,2.0,35.0,1.0,1.0,1
A13,12.0,A32,1424.0,3.0,4.0,55.0,1.0,1.0,1
A12,15.0,A33,1512.0,3.0,3.0,61.0,2.0,1.0,0
A14,36.0,A34,11054.0,4.0,2.0,30.0,1.0,1.0,1
A14,6.0,A32,518.0,3.0,1.0,29.0,1.0,1.0,1
A14,12.0,A30,2759.0,2.0,4.0,34.0,2.0,1.0,1
A14,24.0,A32,2670.0,4.0,4.0,35.0,1.0,1.0,1
A11,24.0,A32,4817.0,2.0,3.0,31.0,1.0,1.0,0
A14,24.0,A32,2679.0,4.0,1.0,29.0,1.0,1.0,1
A11,11.0,A34,3905.0,2.0,2.0,36.0,2.0,2.0,1
A11,12.0,A32,3386.0,3.0,4.0,35.0,1.0,1.0,0
A11,6.0,A32,343.0,4.0,1.0,27.0,1.0,1.0,1
A14,18.0,A32,4594.0,3.0,2.0,32.0,1.0,1.0,1
A11,36.0,A32,3620.0,1.0,2.0,37.0,1.0,2.0,1
A11,15.0,A32,1721.0,2.0,3.0,36.0,1.0,1.0,1
A12,12.0,A32,3017.0,3.0,1.0,34.0,1.0,1.0,1
A12,12.0,A32,754.0,4.0,4.0,38.0,2.0,1.0,1
A14,18.0,A32,1950.0,4.0,1.0,34.0,2.0,1.0,1
A11,24.0,A32,2924.0,3.0,4.0,63.0,1.0,2.0,1
A11,24.0,A33,1659.0,4.0,2.0,29.0,1.0,1.0,0
A14,48.0,A33,7238.0,3.0,3.0,32.0,2.0,2.0,1
A14,33.0,A33,2764.0,2.0,2.0,26.0,2.0,1.0,1
A14,24.0,A33,4679.0,3.0,3.0,35.0,2.0,1.0,1
A12,24.0,A32,3092.0,3.0,2.0,22.0,1.0,1.0,0
A11,6.0,A32,448.0,4.0,4.0,23.0,1.0,1.0,0
A11,9.0,A32,654.0,4.0,3.0,28.0,1.0,1.0,0
A14,6.0,A32,1238.0,4.0,4.0,36.0,1.0,2.0,1
A12,18.0,A34,1245.0,4.0,2.0,33.0,1.0,1.0,0
A11,18.0,A30,3114.0,1.0,4.0,26.0,1.0,1.0,0
A14,39.0,A32,2569.0,4.0,4.0,24.0,1.0,1.0,1
A13,24.0,A32,5152.0,4.0,2.0,25.0,1.0,1.0,1
A12,12.0,A32,1037.0,3.0,4.0,39.0,1.0,1.0,1
A11,15.0,A34,1478.0,4.0,4.0,44.0,2.0,2.0,1
A12,12.0,A34,3573.0,1.0,1.0,23.0,1.0,1.0,1
A12,24.0,A32,1201.0,4.0,1.0,26.0,1.0,1.0,1
A11,30.0,A32,3622.0,4.0,4.0,57.0,2.0,1.0,1
A14,15.0,A33,960.0,3.0,2.0,30.0,2.0,1.0,1
A14,12.0,A34,1163.0,4.0,4.0,44.0,1.0,1.0,1
A12,6.0,A33,1209.0,4.0,4.0,47.0,1.0,1.0,0
A14,12.0,A32,3077.0,2.0,4.0,52.0,1.0,1.0,1
A14,24.0,A32,3757.0,4.0,4.0,62.0,1.0,1.0,1
A14,10.0,A32,1418.0,3.0,2.0,35.0,1.0,1.0,1
A14,6.0,A32,3518.0,2.0,3.0,26.0,1.0,1.0,1
A14,12.0,A34,1934.0,2.0,2.0,26.0,2.0,1.0,1
A12,27.0,A30,8318.0,2.0,4.0,42.0,2.0,1.0,0
A14,6.0,A34,1237.0,1.0,1.0,27.0,2.0,1.0,1
A12,6.0,A32,368.0,4.0,4.0,38.0,1.0,1.0,1
A11,12.0,A34,2122.0,3.0,2.0,39.0,2.0,2.0,1
A11,24.0,A32,2996.0,2.0,4.0,20.0,1.0,1.0,0
A12,36.0,A32,9034.0,4.0,1.0,29.0,1.0,1.0,0
A14,24.0,A34,1585.0,4.0,3.0,40.0,2.0,1.0,1
A12,18.0,A32,1301.0,4.0,2.0,32.0,1.0,1.0,1
A13,6.0,A34,1323.0,2.0,4.0,28.0,2.0,2.0,1
A11,24.0,A32,3123.0,4.0,1.0,27.0,1.0,1.0,0
A11,36.0,A32,5493.0,2.0,4.0,42.0,1.0,2.0,1
A13,9.0,A32,1126.0,2.0,4.0,49.0,1.0,1.0,1
A12,24.0,A34,1216.0,4.0,4.0,38.0,2.0,2.0,0
A11,24.0,A32,1207.0,4.0,4.0,24.0,1.0,1.0,0
A14,10.0,A32,1309.0,4.0,4.0,27.0,1.0,1.0,0
A13,15.0,A34,2360.0,2.0,2.0,36.0,1.0,1.0,1
A12,15.0,A31,6850.0,1.0,2.0,34.0,1.0,2.0,0
A14,24.0,A32,1413.0,4.0,2.0,28.0,1.0,1.0,1
A14,39.0,A32,8588.0,4.0,2.0,45.0,1.0,1.0,1
A11,12.0,A32,759.0,4.0,2.0,26.0,1.0,1.0,0
A14,36.0,A32,4686.0,2.0,2.0,32.0,1.0,1.0,1
A13,15.0,A32,2687.0,2.0,4.0,26.0,1.0,1.0,1
A12,12.0,A33,585.0,4.0,4.0,20.0,2.0,1.0,1
A14,24.0,A32,2255.0,4.0,1.0,54.0,1.0,1.0,1
A11,6.0,A34,609.0,4.0,3.0,37.0,2.0,1.0,1
A11,6.0,A34,1361.0,2.0,4.0,40.0,1.0,2.0,1
A14,36.0,A34,7127.0,2.0,4.0,23.0,2.0,1.0,0
A11,6.0,A32,1203.0,3.0,2.0,43.0,1.0,1.0,1
A14,6.0,A34,700.0,4.0,4.0,36.0,2.0,1.0,1
A14,24.0,A34,5507.0,3.0,4.0,44.0,2.0,1.0,1
A11,18.0,A32,3190.0,2.0,2.0,24.0,1.0,1.0,0
A11,48.0,A30,7119.0,3.0,4.0,53.0,2.0,2.0,0
A14,24.0,A32,3488.0,3.0,4.0,23.0,1.0,1.0,1
A12,18.0,A32,1113.0,4.0,4.0,26.0,1.0,2.0,1
A12,26.0,A32,7966.0,2.0,3.0,30.0,2.0,1.0,1
A14,15.0,A34,1532.0,4.0,3.0,31.0,1.0,1.0,1
A14,4.0,A34,1503.0,2.0,1.0,42.0,2.0,2.0,1
A11,36.0,A32,2302.0,4.0,4.0,31.0,1.0,1.0,0
A11,6.0,A32,662.0,3.0,4.0,41.0,1.0,2.0,1
A12,36.0,A32,2273.0,3.0,1.0,32.0,2.0,2.0,1
A12,15.0,A32,2631.0,2.0,4.0,28.0,2.0,1.0,0
A14,12.0,A33,1503.0,4.0,4.0,41.0,1.0,1.0,1
A14,24.0,A32,1311.0,4.0,3.0,26.0,1.0,1.0,1
A14,24.0,A32,3105.0,4.0,2.0,25.0,2.0,1.0,1
A13,21.0,A34,2319.0,2.0,1.0,33.0,1.0,1.0,0
A11,6.0,A32,1374.0,4.0,3.0,75.0,1.0,1.0,1
A12,18.0,A34,3612.0,3.0,4.0,37.0,1.0,1.0,1
A11,48.0,A32,7763.0,4.0,4.0,42.0,1.0,1.0,0
A13,18.0,A32,3049.0,1.0,1.0,45.0,1.0,1.0,1
A12,12.0,A32,1534.0,1.0,1.0,23.0,1.0,1.0,0
A14,24.0,A33,2032.0,4.0,4.0,60.0,2.0,1.0,1
A11,30.0,A32,6350.0,4.0,4.0,31.0,1.0,1.0,0
A13,18.0,A32,2864.0,2.0,1.0,34.0,1.0,2.0,0
A14,12.0,A34,1255.0,4.0,4.0,61.0,2.0,1.0,1
A11,24.0,A33,1333.0,4.0,2.0,43.0,2.0,2.0,0
A14,24.0,A34,2022.0,4.0,4.0,37.0,1.0,1.0,1
A14,24.0,A32,1552.0,3.0,1.0,32.0,1.0,2.0,1
A11,12.0,A31,626.0,4.0,4.0,24.0,1.0,1.0,0
A14,48.0,A34,8858.0,2.0,1.0,35.0,2.0,1.0,1
A14,12.0,A34,996.0,4.0,4.0,23.0,2.0,1.0,1
A14,6.0,A31,1750.0,2.0,4.0,45.0,1.0,2.0,1
A11,48.0,A32,6999.0,1.0,1.0,34.0,2.0,1.0,0
A12,12.0,A34,1995.0,4.0,1.0,27.0,1.0,1.0,1
A12,9.0,A32,1199.0,4.0,4.0,67.0,2.0,1.0,1
A12,12.0,A32,1331.0,2.0,1.0,22.0,1.0,1.0,0
A12,18.0,A30,2278.0,3.0,3.0,28.0,2.0,1.0,0
A14,21.0,A30,5003.0,1.0,4.0,29.0,2.0,1.0,0
A11,24.0,A31,3552.0,3.0,4.0,27.0,1.0,1.0,0
A12,18.0,A34,1928.0,2.0,2.0,31.0,2.0,1.0,0
A11,24.0,A32,2964.0,4.0,4.0,49.0,1.0,2.0,1
A11,24.0,A31,1546.0,4.0,4.0,24.0,1.0,1.0,0
A13,6.0,A33,683.0,2.0,1.0,29.0,1.0,1.0,1
A12,36.0,A32,12389.0,1.0,4.0,37.0,1.0,1.0,0
A12,24.0,A33,4712.0,4.0,2.0,37.0,2.0,1.0,1
A12,24.0,A33,1553.0,3.0,2.0,23.0,2.0,1.0,1
A11,12.0,A32,1372.0,2.0,3.0,36.0,1.0,1.0,0
A14,24.0,A34,2578.0,2.0,2.0,34.0,1.0,1.0,1
A12,48.0,A32,3979.0,4.0,1.0,41.0,2.0,2.0,1
A11,48.0,A32,6758.0,3.0,2.0,31.0,1.0,1.0,0
A11,24.0,A32,3234.0,4.0,4.0,23.0,1.0,1.0,0
A14,30.0,A34,5954.0,3.0,2.0,38.0,1.0,1.0,1
A14,24.0,A32,5433.0,2.0,4.0,26.0,1.0,1.0,1
A11,15.0,A32,806.0,4.0,4.0,22.0,1.0,1.0,1
A12,9.0,A32,1082.0,4.0,4.0,27.0,2.0,1.0,1
A14,15.0,A34,2788.0,2.0,3.0,24.0,2.0,1.0,1
A12,12.0,A32,2930.0,2.0,1.0,27.0,1.0,1.0,1
A14,24.0,A34,1927.0,3.0,2.0,33.0,2.0,1.0,1
A12,36.0,A34,2820.0,4.0,4.0,27.0,2.0,1.0,0
A14,24.0,A32,937.0,4.0,3.0,27.0,2.0,1.0,1
A12,18.0,A34,1056.0,3.0,3.0,30.0,2.0,1.0,0
A12,12.0,A34,3124.0,1.0,3.0,49.0,2.0,2.0,1
A14,9.0,A32,1388.0,4.0,2.0,26.0,1.0,1.0,1
A12,36.0,A32,2384.0,4.0,1.0,33.0,1.0,1.0,0
A14,12.0,A32,2133.0,4.0,4.0,52.0,1.0,1.0,1
A11,18.0,A32,2039.0,1.0,4.0,20.0,1.0,1.0,0
A11,9.0,A34,2799.0,2.0,2.0,36.0,2.0,2.0,1
A11,12.0,A32,1289.0,4.0,1.0,21.0,1.0,1.0,1
A11,18.0,A32,1217.0,4.0,3.0,47.0,1.0,1.0,0
A11,12.0,A34,2246.0,3.0,3.0,60.0,2.0,1.0,0
A11,12.0,A34,385.0,4.0,3.0,58.0,4.0,1.0,1
A12,24.0,A33,1965.0,4.0,4.0,42.0,2.0,1.0,1
A14,21.0,A32,1572.0,4.0,4.0,36.0,1.0,1.0,1
A12,24.0,A32,2718.0,3.0,4.0,20.0,1.0,1.0,0
A11,24.0,A31,1358.0,4.0,3.0,40.0,1.0,1.0,0
A12,6.0,A31,931.0,1.0,1.0,32.0,1.0,1.0,0
A11,24.0,A32,1442.0,4.0,4.0,23.0,2.0,1.0,0
A12,24.0,A30,4241.0,1.0,4.0,36.0,3.0,1.0,0
A14,18.0,A34,2775.0,2.0,2.0,31.0,2.0,1.0,0
A14,24.0,A33,3863.0,1.0,2.0,32.0,1.0,1.0,1
A12,7.0,A32,2329.0,1.0,1.0,45.0,1.0,1.0,1
A12,9.0,A32,918.0,4.0,1.0,30.0,1.0,1.0,0
A12,24.0,A31,1837.0,4.0,4.0,34.0,1.0,1.0,0
A14,36.0,A32,3349.0,4.0,2.0,28.0,1.0,1.0,0
A13,10.0,A32,1275.0,4.0,2.0,23.0,1.0,1.0,1
A11,24.0,A31,2828.0,4.0,4.0,22.0,1.0,1.0,1
A14,24.0,A34,4526.0,3.0,2.0,74.0,1.0,1.0,1
A12,36.0,A32,2671.0,4.0,4.0,50.0,1.0,1.0,0
A14,18.0,A32,2051.0,4.0,1.0,33.0,1.0,1.0,1
A14,15.0,A32,1300.0,4.0,4.0,45.0,1.0,2.0,1
A11,12.0,A32,741.0,4.0,3.0,22.0,1.0,1.0,0
A13,10.0,A32,1240.0,1.0,4.0,48.0,1.0,2.0,0
A11,21.0,A32,3357.0,4.0,2.0,29.0,1.0,1.0,1
A11,24.0,A31,3632.0,1.0,4.0,22.0,1.0,1.0,1
A14,18.0,A33,1808.0,4.0,1.0,22.0,1.0,1.0,0
A12,48.0,A30,12204.0,2.0,2.0,48.0,1.0,1.0,1
A12,60.0,A33,9157.0,2.0,2.0,27.0,1.0,1.0,1
A11,6.0,A34,3676.0,1.0,3.0,37.0,3.0,2.0,1
A12,30.0,A32,3441.0,2.0,4.0,21.0,1.0,1.0,0
A14,12.0,A32,640.0,4.0,2.0,49.0,1.0,1.0,1
A12,21.0,A34,3652.0,2.0,3.0,27.0,2.0,1.0,1
A14,18.0,A34,1530.0,3.0,2.0,32.0,2.0,1.0,0
A14,48.0,A32,3914.0,4.0,2.0,38.0,1.0,1.0,0
A11,12.0,A32,1858.0,4.0,1.0,22.0,1.0,1.0,1
A11,18.0,A32,2600.0,4.0,4.0,65.0,2.0,1.0,0
A14,15.0,A32,1979.0,4.0,2.0,35.0,1.0,1.0,1
A13,6.0,A32,2116.0,2.0,2.0,41.0,1.0,1.0,1
A12,9.0,A31,1437.0,2.0,3.0,29.0,1.0,1.0,0
A14,42.0,A34,4042.0,4.0,4.0,36.0,2.0,1.0,1
A14,9.0,A32,3832.0,1.0,4.0,64.0,1.0,1.0,1
A11,24.0,A32,3660.0,2.0,4.0,28.0,1.0,1.0,1
A11,18.0,A31,1553.0,4.0,3.0,44.0,1.0,1.0,0
A12,15.0,A32,1444.0,4.0,1.0,23.0,1.0,1.0,1
A14,9.0,A32,1980.0,2.0,2.0,19.0,2.0,1.0,0
A12,24.0,A32,1355.0,3.0,4.0,25.0,1.0,1.0,0
A14,12.0,A32,1393.0,4.0,4.0,47.0,3.0,2.0,1
A14,24.0,A32,1376.0,4.0,1.0,28.0,1.0,1.0,1
A14,60.0,A33,15653.0,2.0,4.0,21.0,2.0,1.0,1
A14,12.0,A32,1493.0,4.0,3.0,34.0,1.0,2.0,1
A11,42.0,A33,4370.0,3.0,2.0,26.0,2.0,2.0,0
A11,18.0,A32,750.0,4.0,1.0,27.0,1.0,1.0,0
A12,15.0,A32,1308.0,4.0,4.0,38.0,2.0,1.0,1
A14,15.0,A32,4623.0,3.0,2.0,40.0,1.0,1.0,0
A14,24.0,A34,1851.0,4.0,2.0,33.0,2.0,1.0,1
A11,18.0,A34,1880.0,4.0,1.0,32.0,2.0,1.0,1
A14,36.0,A33,7980.0,4.0,4.0,27.0,2.0,1.0,0
A11,30.0,A30,4583.0,2.0,2.0,32.0,2.0,1.0,1
A14,12.0,A32,1386.0,2.0,2.0,26.0,1.0,1.0,0
A13,24.0,A32,947.0,4.0,3.0,38.0,1.0,2.0,0
A11,12.0,A32,684.0,4.0,4.0,40.0,1.0,2.0,0
A11,48.0,A32,7476.0,4.0,1.0,50.0,1.0,1.0,1
A12,12.0,A32,1922.0,4.0,2.0,37.0,1.0,1.0,0
A11,24.0,A32,2303.0,4.0,1.0,45.0,1.0,1.0,0
A12,36.0,A33,8086.0,2.0,4.0,42.0,4.0,1.0,0
A14,24.0,A34,2346.0,4.0,3.0,35.0,2.0,1.0,1
A11,14.0,A32,3973.0,1.0,4.0,22.0,1.0,1.0,1
A12,12.0,A32,888.0,4.0,4.0,41.0,1.0,2.0,0
A14,48.0,A32,10222.0,4.0,3.0,37.0,1.0,1.0,1
A12,30.0,A30,4221.0,2.0,1.0,28.0,2.0,1.0,1
A12,18.0,A34,6361.0,2.0,1.0,41.0,1.0,1.0,1
A13,12.0,A32,1297.0,3.0,4.0,23.0,1.0,1.0,1
A11,12.0,A32,900.0,4.0,2.0,23.0,1.0,1.0,0
A14,21.0,A32,2241.0,4.0,2.0,50.0,2.0,1.0,1
A12,6.0,A33,1050.0,4.0,1.0,35.0,2.0,1.0,1
A13,6.0,A34,1047.0,2.0,4.0,50.0,1.0,1.0,1
A14,24.0,A34,6314.0,4.0,2.0,27.0,2.0,1.0,1
A12,30.0,A31,3496.0,4.0,2.0,34.0,1.0,2.0,1
A14,48.0,A31,3609.0,1.0,1.0,27.0,1.0,1.0,1
A11,12.0,A34,4843.0,3.0,4.0,43.0,2.0,1.0,0
A13,30.0,A34,3017.0,4.0,4.0,47.0,1.0,1.0,1
A14,24.0,A34,4139.0,3.0,3.0,27.0,2.0,1.0,1
A14,36.0,A32,5742.0,2.0,2.0,31.0,2.0,1.0,1
A14,60.0,A32,10366.0,2.0,4.0,42.0,1.0,1.0,1
A14,6.0,A34,2080.0,1.0,2.0,24.0,1.0,1.0,1
A14,21.0,A33,2580.0,4.0,2.0,41.0,1.0,2.0,0
A14,30.0,A34,4530.0,4.0,4.0,26.0,1.0,1.0,1
A14,24.0,A34,5150.0,4.0,4.0,33.0,1.0,1.0,1
A12,72.0,A32,5595.0,2.0,2.0,24.0,1.0,1.0,0
A11,24.0,A32,2384.0,4.0,4.0,64.0,1.0,1.0,1
A14,18.0,A32,1453.0,3.0,1.0,26.0,1.0,1.0,1
A14,6.0,A32,1538.0,1.0,2.0,56.0,1.0,1.0,1
A14,12.0,A32,2279.0,4.0,4.0,37.0,1.0,1.0,1
A14,15.0,A33,1478.0,4.0,3.0,33.0,2.0,1.0,1
A14,24.0,A34,5103.0,3.0,3.0,47.0,3.0,1.0,1
A12,36.0,A33,9857.0,1.0,3.0,31.0,2.0,2.0,1
A14,60.0,A32,6527.0,4.0,4.0,34.0,1.0,2.0,1
A13,10.0,A34,1347.0,4.0,2.0,27.0,2.0,1.0,1
A12,36.0,A33,2862.0,4.0,3.0,30.0,1.0,1.0,1
A14,9.0,A32,2753.0,3.0,4.0,35.0,1.0,1.0,1
A11,12.0,A32,3651.0,1.0,3.0,31.0,1.0,2.0,1
A11,15.0,A34,975.0,2.0,3.0,25.0,2.0,1.0,1
A12,15.0,A32,2631.0,3.0,2.0,25.0,1.0,1.0,1
A12,24.0,A32,2896.0,2.0,1.0,29.0,1.0,1.0,1
A11,6.0,A34,4716.0,1.0,3.0,44.0,2.0,2.0,1
A14,24.0,A32,2284.0,4.0,2.0,28.0,1.0,1.0,1
A14,6.0,A32,1236.0,2.0,4.0,50.0,1.0,1.0,1
A12,12.0,A32,1103.0,4.0,3.0,29.0,2.0,1.0,1
A14,12.0,A34,926.0,1.0,2.0,38.0,1.0,1.0,1
A14,18.0,A34,1800.0,4.0,2.0,24.0,2.0,1.0,1
A13,15.0,A32,1905.0,4.0,4.0,40.0,1.0,1.0,1
A14,12.0,A32,1123.0,4.0,4.0,29.0,1.0,1.0,0
A11,48.0,A34,6331.0,4.0,4.0,46.0,2.0,1.0,0
A13,24.0,A32,1377.0,4.0,2.0,47.0,1.0,1.0,1
A12,30.0,A33,2503.0,4.0,2.0,41.0,2.0,1.0,1
A12,27.0,A32,2528.0,4.0,1.0,32.0,1.0,2.0,1
A14,15.0,A32,5324.0,1.0,4.0,35.0,1.0,1.0,1
A12,48.0,A32,6560.0,3.0,2.0,24.0,1.0,1.0,0
A12,12.0,A30,2969.0,4.0,3.0,25.0,2.0,1.0,0
A12,9.0,A32,1206.0,4.0,4.0,25.0,1.0,1.0,1
A12,9.0,A32,2118.0,2.0,2.0,37.0,1.0,2.0,1
A14,18.0,A34,629.0,4.0,3.0,32.0,2.0,1.0,1
A11,6.0,A31,1198.0,4.0,4.0,35.0,1.0,1.0,0
A14,21.0,A32,2476.0,4.0,4.0,46.0,1.0,1.0,1
A11,9.0,A34,1138.0,4.0,4.0,25.0,2.0,1.0,1
A12,60.0,A32,14027.0,4.0,2.0,27.0,1.0,1.0,0
A14,30.0,A34,7596.0,1.0,4.0,63.0,2.0,1.0,1
A14,30.0,A34,3077.0,3.0,2.0,40.0,2.0,2.0,1
A14,18.0,A32,1505.0,4.0,2.0,32.0,1.0,1.0,1
A13,24.0,A34,3148.0,3.0,2.0,31.0,2.0,1.0,1
A12,20.0,A30,6148.0,3.0,4.0,31.0,2.0,1.0,1
A13,9.0,A30,1337.0,4.0,2.0,34.0,2.0,1.0,0
A12,6.0,A31,433.0,4.0,2.0,24.0,1.0,2.0,0
A11,12.0,A32,1228.0,4.0,2.0,24.0,1.0,1.0,0
A12,9.0,A32,790.0,4.0,3.0,66.0,1.0,1.0,1
A14,27.0,A32,2570.0,3.0,3.0,21.0,1.0,1.0,0
A14,6.0,A34,250.0,2.0,2.0,41.0,2.0,1.0,1
A14,15.0,A34,1316.0,2.0,2.0,47.0,2.0,1.0,1
A11,18.0,A32,1882.0,4.0,4.0,25.0,2.0,1.0,0
A12,48.0,A31,6416.0,4.0,3.0,59.0,1.0,1.0,0
A13,24.0,A34,1275.0,2.0,4.0,36.0,2.0,1.0,1
A12,24.0,A33,6403.0,1.0,2.0,33.0,1.0,1.0,1
A11,24.0,A32,1987.0,2.0,4.0,21.0,1.0,2.0,0
A12,8.0,A32,760.0,4.0,2.0,44.0,1.0,1.0,1
A14,24.0,A32,2603.0,2.0,4.0,28.0,1.0,1.0,1
A14,4.0,A34,3380.0,1.0,1.0,37.0,1.0,2.0,1
A12,36.0,A31,3990.0,3.0,2.0,29.0,1.0,1.0,1
A12,24.0,A32,11560.0,1.0,4.0,23.0,2.0,1.0,0
A11,18.0,A32,4380.0,3.0,4.0,35.0,1.0,2.0,1
A14,6.0,A34,6761.0,1.0,3.0,45.0,2.0,2.0,1
A12,30.0,A30,4280.0,4.0,4.0,26.0,2.0,1.0,0
A11,24.0,A31,2325.0,2.0,3.0,32.0,1.0,1.0,1
A12,10.0,A31,1048.0,4.0,4.0,23.0,1.0,1.0,1
A14,21.0,A32,3160.0,4.0,3.0,41.0,1.0,1.0,1
A11,24.0,A31,2483.0,4.0,4.0,22.0,1.0,1.0,1
A11,39.0,A34,14179.0,4.0,4.0,30.0,2.0,1.0,1
A11,13.0,A34,1797.0,3.0,1.0,28.0,2.0,1.0,1
A11,15.0,A32,2511.0,1.0,4.0,23.0,1.0,1.0,1
A11,12.0,A32,1274.0,3.0,1.0,37.0,1.0,1.0,0
A14,21.0,A32,5248.0,1.0,3.0,26.0,1.0,1.0,1
A14,15.0,A32,3029.0,2.0,2.0,33.0,1.0,1.0,1
A11,6.0,A32,428.0,2.0,1.0,49.0,1.0,1.0,1
A11,18.0,A32,976.0,1.0,2.0,23.0,1.0,1.0,0
A12,12.0,A32,841.0,2.0,4.0,23.0,1.0,1.0,1
A14,30.0,A34,5771.0,4.0,2.0,25.0,2.0,1.0,1
A14,12.0,A33,1555.0,4.0,4.0,55.0,2.0,2.0,0
